Data;Tipo de Despesa;Valor;Descrição
03/01/2024 13:21;Vale Transporte;318155;Vale Transporte - pagamento referente a Jan 2024
02/01/2024 11:50;Devoluções e ressarcimento;22504;Devoluções e ressarcimento - pagamento referente a Jan 2024
31/01/2024 22:27;Manutenção predial;2567;Manutenção predial - pagamento referente a Jan 2024
06/01/2024 06:22;Devoluções e ressarcimento;806;Devoluções e ressarcimento - pagamento referente a Jan 2024
02/01/2024 11:54;Serviços de terceiros;39218;Serviços de terceiros - pagamento referente a Jan 2024
02/01/2024 19:41;Alimentação;196088;Alimentação - pagamento referente a Jan 2024
29/01/2024 08:11;Folha de pagamento;78669;Folha de pagamento - pagamento referente a Jan 2024
15/01/2024 11:32;Eventos;50;Eventos - pagamento referente a Jan 2024
06/01/2024 22:49;Água;346605;Água - pagamento referente a Jan 2024
28/01/2024 13:33;Manutenção de equipamento;37391;Manutenção de equipamento - pagamento referente a Jan 2024
14/01/2024 19:58;Contabilidade;231504;Contabilidade - pagamento referente a Jan 2024
07/01/2024 01:13;Aluguel;352331;Aluguel - pagamento referente a Jan 2024
13/01/2024 10:04;Embalagem;50;Embalagem - pagamento referente a Jan 2024
23/01/2024 17:00;Sistemas;87585;Sistemas - pagamento referente a Jan 2024
21/01/2024 17:57;Fretes;2845;Fretes - pagamento referente a Jan 2024
16/01/2024 08:48;Fretes;50354;Fretes - pagamento referente a Jan 2024
14/01/2024 16:28;Manutenção de equipamento;51129;Manutenção de equipamento - pagamento referente a Jan 2024
11/01/2024 18:02;Serviços de terceiros;23915;Serviços de terceiros - pagamento referente a Jan 2024
30/01/2024 09:10;Água;339108;Água - pagamento referente a Jan 2024
20/01/2024 15:13;Devoluções e ressarcimento;6888;Devoluções e ressarcimento - pagamento referente a Jan 2024
10/01/2024 12:10;Serviços de terceiros;2869;Serviços de terceiros - pagamento referente a Jan 2024
31/01/2024 21:27;Água;330077;Água - pagamento referente a Jan 2024
30/01/2024 12:49;Segurança e Monitoramento;170679;Segurança e Monitoramento - pagamento referente a Jan 2024
04/01/2024 02:11;Sistemas;276116;Sistemas - pagamento referente a Jan 2024
21/01/2024 05:05;Energia;377502;Energia - pagamento referente a Jan 2024
31/01/2024 10:23;Manutenção de equipamento;23028;Manutenção de equipamento - pagamento referente a Jan 2024
21/01/2024 04:07;Devoluções e ressarcimento;42052;Devoluções e ressarcimento - pagamento referente a Jan 2024
16/01/2024 17:44;Internet;217342;Internet - pagamento referente a Jan 2024
09/01/2024 12:05;Fretes;26024;Fretes - pagamento referente a Jan 2024
22/01/2024 02:22;Fretes;61172;Fretes - pagamento referente a Jan 2024
19/01/2024 11:22;Energia;174301;Energia - pagamento referente a Jan 2024
13/01/2024 00:35;Eventos;15278;Eventos - pagamento referente a Jan 2024
28/01/2024 02:14;Fretes;72603;Fretes - pagamento referente a Jan 2024
05/01/2024 15:09;Segurança e Monitoramento;178081;Segurança e Monitoramento - pagamento referente a Jan 2024
04/01/2024 08:29;Materiais de Escritório;69072;Materiais de Escritório - pagamento referente a Jan 2024
