Data,Tipo de Despesa,Valor,Descrição
03/04/2025  20:43:12,Folha de pagamento,3681.53,Folha de pagamento - #9070
04/04/2025  14:32:54,Manutenção de equipamento,2043.04,Manutenção de equipamento - #7671
05/04/2025  13:49:54,Folha de pagamento,3457.34,Folha de pagamento - #1294
06/04/2025  06:16:57,Aluguel,3601.88,Aluguel - #6579
07/04/2025  00:51:01,Compras de equipamentos,2716.33,Compras de equipamentos - #2748
07/04/2025  01:33:56,Manutenção predial,1928.64,Manutenção predial - #4328
08/04/2025  22:24:21,Materiais de Escritório,2125.56,Materiais de Escritório - #8737
09/04/2025  10:21:26,Folha de pagamento,3868.13,Folha de pagamento - #2257
13/04/2025  16:30:21,Folha de pagamento,2282.16,Folha de pagamento - #1432
13/04/2025  19:05:52,Energia,2734.46,Energia - #1446
13/04/2025  20:20:14,Folha de pagamento,1511.42,Folha de pagamento - #1642
14/04/2025  03:35:08,Folha de pagamento,3473.07,Folha de pagamento - #9583
16/04/2025  08:46:18,Embalagem,3218.32,Embalagem - #2961
18/04/2025  13:47:02,Folha de pagamento,1953.68,Folha de pagamento - #7010
19/04/2025  09:06:34,Embalagem,3092.51,Embalagem - #5788
20/04/2025  02:51:07,Aluguel,3149.6,Aluguel - #9617
20/04/2025  11:08:56,Energia,2938.13,Energia - #1949
20/04/2025  16:31:48,Materiais de Escritório,1721.38,Materiais de Escritório - #6364
20/04/2025  19:32:09,Manutenção predial,3008.51,Manutenção predial - #2204
22/04/2025  14:04:20,Energia,2882.35,Energia - #4487
23/04/2025  19:29:33,Aluguel,3787.63,Aluguel - #8642
24/04/2025  07:51:09,Folha de pagamento,2702.33,Folha de pagamento - #2674
24/04/2025  16:57:00,Serviços de terceiros,3150.12,Serviços de terceiros - #1174
25/04/2025  10:15:31,Embalagem,1981.58,Embalagem - #7479
25/04/2025  13:12:10,Embalagem,2160.19,Embalagem - #3583
26/04/2025  03:34:03,Expedição,2744.52,Expedição - #4254
26/04/2025  23:02:33,Sistemas,3811.33,Sistemas - #2572
28/04/2025  01:46:04,Devoluções e ressarcimento,2005.21,Devoluções e ressarcimento - #2374
30/04/2025  01:44:47,Aluguel,2164.27,Aluguel - #5816
30/04/2025  13:58:00,Eventos,1782.78,Eventos - #4501
