Data;Tipo de Despesa;Valor;Descrição
17/03/2025 09:33;Materiais de Limpeza;5489;Materiais de Limpeza - pagamento referente a Mar 2025
15/03/2025 04:04;Embalagem;50;Embalagem - pagamento referente a Mar 2025
09/03/2025 10:00;Sistemas;191493;Sistemas - pagamento referente a Mar 2025
04/03/2025 23:47;Manutenção de equipamento;87698;Manutenção de equipamento - pagamento referente a Mar 2025
27/03/2025 05:48;Alimentação;29392;Alimentação - pagamento referente a Mar 2025
24/03/2025 09:00;Água;203156;Água - pagamento referente a Mar 2025
04/03/2025 07:23;Manutenção de equipamento;43032;Manutenção de equipamento - pagamento referente a Mar 2025
30/03/2025 23:39;Energia;94735;Energia - pagamento referente a Mar 2025
31/03/2025 10:06;Companhia de mídia;65721;Companhia de mídia - pagamento referente a Mar 2025
07/03/2025 18:11;Materiais de Limpeza;34462;Materiais de Limpeza - pagamento referente a Mar 2025
08/03/2025 21:31;Companhia de mídia;50;Companhia de mídia - pagamento referente a Mar 2025
29/03/2025 08:02;Água;150237;Água - pagamento referente a Mar 2025
03/03/2025 07:17;Serviços de terceiros;111077;Serviços de terceiros - pagamento referente a Mar 2025
06/03/2025 22:44;Devoluções e ressarcimento;42422;Devoluções e ressarcimento - pagamento referente a Mar 2025
29/03/2025 15:29;Contabilidade;233925;Contabilidade - pagamento referente a Mar 2025
12/03/2025 21:22;Alimentação;153126;Alimentação - pagamento referente a Mar 2025
20/03/2025 15:14;Fretes;72579;Fretes - pagamento referente a Mar 2025
23/03/2025 17:42;Segurança e Monitoramento;85127;Segurança e Monitoramento - pagamento referente a Mar 2025
27/03/2025 23:46;Água;133744;Água - pagamento referente a Mar 2025
23/03/2025 19:26;Serviços de terceiros;38042;Serviços de terceiros - pagamento referente a Mar 2025
13/03/2025 05:41;Serviços de terceiros;55316;Serviços de terceiros - pagamento referente a Mar 2025
13/03/2025 01:38;Manutenção predial;50;Manutenção predial - pagamento referente a Mar 2025
19/03/2025 06:15;Expedição;26046;Expedição - pagamento referente a Mar 2025
27/03/2025 20:06;Sistemas;142826;Sistemas - pagamento referente a Mar 2025
26/03/2025 14:54;Manutenção predial;5121;Manutenção predial - pagamento referente a Mar 2025
14/03/2025 01:40;Água;268641;Água - pagamento referente a Mar 2025
23/03/2025 23:02;Materiais de Limpeza;34201;Materiais de Limpeza - pagamento referente a Mar 2025
10/03/2025 03:34;Eventos;50;Eventos - pagamento referente a Mar 2025
03/03/2025 23:38;Expedição;50;Expedição - pagamento referente a Mar 2025
26/03/2025 00:46;Água;82069;Água - pagamento referente a Mar 2025
02/03/2025 13:08;Devoluções e ressarcimento;37025;Devoluções e ressarcimento - pagamento referente a Mar 2025
19/03/2025 15:14;Companhia de mídia;26949;Companhia de mídia - pagamento referente a Mar 2025
24/03/2025 13:42;Aluguel;25835;Aluguel - pagamento referente a Mar 2025
04/03/2025 20:29;Manutenção predial;44568;Manutenção predial - pagamento referente a Mar 2025
05/03/2025 06:28;Manutenção de equipamento;25464;Manutenção de equipamento - pagamento referente a Mar 2025
28/03/2025 16:02;Materiais de Limpeza;25462;Materiais de Limpeza - pagamento referente a Mar 2025
25/03/2025 09:14;Sistemas;285582;Sistemas - pagamento referente a Mar 2025
18/03/2025 19:53;Serviços de terceiros;26016;Serviços de terceiros - pagamento referente a Mar 2025
27/03/2025 08:22;Aluguel;211605;Aluguel - pagamento referente a Mar 2025
22/03/2025 08:06;Devoluções e ressarcimento;18554;Devoluções e ressarcimento - pagamento referente a Mar 2025
20/03/2025 16:55;Manutenção de equipamento;20735;Manutenção de equipamento - pagamento referente a Mar 2025
04/03/2025 22:51;Alimentação;263454;Alimentação - pagamento referente a Mar 2025
21/03/2025 16:21;Manutenção de equipamento;50;Manutenção de equipamento - pagamento referente a Mar 2025
