Data;Tipo de Despesa;Valor;Descrição
09/06/2024 02:15;Materiais de Escritório;3783;Materiais de Escritório - pagamento referente a Jun 2024
26/06/2024 03:35;Manutenção de equipamento;4036;Manutenção de equipamento - pagamento referente a Jun 2024
27/06/2024 01:17;Manutenção predial;14929;Manutenção predial - pagamento referente a Jun 2024
07/06/2024 00:21;Eventos;50;Eventos - pagamento referente a Jun 2024
14/06/2024 17:03;Vale Transporte;191147;Vale Transporte - pagamento referente a Jun 2024
24/06/2024 18:49;Água;101006;Água - pagamento referente a Jun 2024
09/06/2024 20:51;Eventos;18523;Eventos - pagamento referente a Jun 2024
10/06/2024 17:29;Manutenção predial;50;Manutenção predial - pagamento referente a Jun 2024
11/06/2024 22:34;Sistemas;276124;Sistemas - pagamento referente a Jun 2024
07/06/2024 03:23;Contabilidade;267742;Contabilidade - pagamento referente a Jun 2024
25/06/2024 14:07;Devoluções e ressarcimento;27523;Devoluções e ressarcimento - pagamento referente a Jun 2024
06/06/2024 04:55;Materiais de Limpeza;45206;Materiais de Limpeza - pagamento referente a Jun 2024
14/06/2024 13:50;Folha de pagamento;170014;Folha de pagamento - pagamento referente a Jun 2024
06/06/2024 12:29;Alimentação;208753;Alimentação - pagamento referente a Jun 2024
02/06/2024 11:57;Eventos;4471;Eventos - pagamento referente a Jun 2024
11/06/2024 08:54;Fretes;1141;Fretes - pagamento referente a Jun 2024
07/06/2024 13:03;Energia;212644;Energia - pagamento referente a Jun 2024
15/06/2024 00:28;Fretes;50;Fretes - pagamento referente a Jun 2024
08/06/2024 06:24;Manutenção de equipamento;12196;Manutenção de equipamento - pagamento referente a Jun 2024
02/06/2024 07:07;Folha de pagamento;94629;Folha de pagamento - pagamento referente a Jun 2024
27/06/2024 16:14;Materiais de Escritório;23309;Materiais de Escritório - pagamento referente a Jun 2024
02/06/2024 11:30;Materiais de Escritório;20252;Materiais de Escritório - pagamento referente a Jun 2024
15/06/2024 05:16;Água;166723;Água - pagamento referente a Jun 2024
06/06/2024 21:32;Fretes;49401;Fretes - pagamento referente a Jun 2024
16/06/2024 08:05;Contabilidade;237878;Contabilidade - pagamento referente a Jun 2024
09/06/2024 15:08;Materiais de Limpeza;6356;Materiais de Limpeza - pagamento referente a Jun 2024
30/06/2024 08:51;Manutenção predial;2077;Manutenção predial - pagamento referente a Jun 2024
02/06/2024 07:44;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Jun 2024
28/06/2024 12:24;Folha de pagamento;14339;Folha de pagamento - pagamento referente a Jun 2024
01/06/2024 03:19;Manutenção de equipamento;12635;Manutenção de equipamento - pagamento referente a Jun 2024
09/06/2024 19:35;Energia;19227;Energia - pagamento referente a Jun 2024
30/06/2024 19:48;Embalagem;5105;Embalagem - pagamento referente a Jun 2024
20/06/2024 08:23;Manutenção de equipamento;41398;Manutenção de equipamento - pagamento referente a Jun 2024
13/06/2024 09:52;Folha de pagamento;234581;Folha de pagamento - pagamento referente a Jun 2024
10/06/2024 10:36;Folha de pagamento;15148;Folha de pagamento - pagamento referente a Jun 2024
09/06/2024 19:24;Aluguel;237604;Aluguel - pagamento referente a Jun 2024
02/06/2024 17:48;Aluguel;128269;Aluguel - pagamento referente a Jun 2024
28/06/2024 20:15;Água;23544;Água - pagamento referente a Jun 2024
05/06/2024 00:17;Manutenção de equipamento;63216;Manutenção de equipamento - pagamento referente a Jun 2024
