Data;Tipo de Despesa;Valor;Descrição
13/05/2024 04:40;Materiais de Escritório;50;Materiais de Escritório - pagamento referente a May 2024
29/05/2024 00:23;Companhia de mídia;8403;Companhia de mídia - pagamento referente a May 2024
19/05/2024 02:08;Compras de equipamentos;51389;Compras de equipamentos - pagamento referente a May 2024
19/05/2024 18:22;Eventos;35851;Eventos - pagamento referente a May 2024
20/05/2024 08:07;Energia;22480;Energia - pagamento referente a May 2024
25/05/2024 13:59;Folha de pagamento;185132;Folha de pagamento - pagamento referente a May 2024
10/05/2024 03:07;Alimentação;331958;Alimentação - pagamento referente a May 2024
06/05/2024 21:46;Materiais de Limpeza;56043;Materiais de Limpeza - pagamento referente a May 2024
04/05/2024 05:46;Serviços de terceiros;207;Serviços de terceiros - pagamento referente a May 2024
30/05/2024 05:20;Fretes;60474;Fretes - pagamento referente a May 2024
19/05/2024 15:32;Expedição;26762;Expedição - pagamento referente a May 2024
17/05/2024 15:12;Segurança e Monitoramento;246684;Segurança e Monitoramento - pagamento referente a May 2024
08/05/2024 09:59;Água;141632;Água - pagamento referente a May 2024
10/05/2024 12:39;Materiais de Escritório;41265;Materiais de Escritório - pagamento referente a May 2024
20/05/2024 17:54;Energia;246389;Energia - pagamento referente a May 2024
13/05/2024 22:22;Internet;228913;Internet - pagamento referente a May 2024
03/05/2024 18:01;Manutenção de equipamento;27639;Manutenção de equipamento - pagamento referente a May 2024
07/05/2024 06:16;Fretes;3359;Fretes - pagamento referente a May 2024
19/05/2024 17:55;Embalagem;61987;Embalagem - pagamento referente a May 2024
04/05/2024 06:02;Contabilidade;233569;Contabilidade - pagamento referente a May 2024
21/05/2024 00:02;Companhia de mídia;955;Companhia de mídia - pagamento referente a May 2024
15/05/2024 13:40;Energia;143449;Energia - pagamento referente a May 2024
17/05/2024 08:08;Embalagem;43826;Embalagem - pagamento referente a May 2024
14/05/2024 16:51;Segurança e Monitoramento;260777;Segurança e Monitoramento - pagamento referente a May 2024
16/05/2024 10:48;Alimentação;42634;Alimentação - pagamento referente a May 2024
31/05/2024 09:04;Manutenção predial;50;Manutenção predial - pagamento referente a May 2024
02/05/2024 19:34;Aluguel;285649;Aluguel - pagamento referente a May 2024
27/05/2024 12:04;Aluguel;180118;Aluguel - pagamento referente a May 2024
22/05/2024 09:14;Internet;54562;Internet - pagamento referente a May 2024
19/05/2024 22:59;Manutenção de equipamento;49379;Manutenção de equipamento - pagamento referente a May 2024
08/05/2024 16:59;Compras de equipamentos;4431;Compras de equipamentos - pagamento referente a May 2024
22/05/2024 03:31;Manutenção de equipamento;33509;Manutenção de equipamento - pagamento referente a May 2024
15/05/2024 11:38;Aluguel;195473;Aluguel - pagamento referente a May 2024
23/05/2024 03:37;Água;50415;Água - pagamento referente a May 2024
28/05/2024 23:10;Sistemas;296043;Sistemas - pagamento referente a May 2024
