Data;Tipo de Despesa;Valor;Descrição
12/05/2025 21:44;Segurança e Monitoramento;278311;Segurança e Monitoramento - pagamento referente a May 2025
29/05/2025 13:43;Materiais de Limpeza;62402;Materiais de Limpeza - pagamento referente a May 2025
31/05/2025 04:21;Água;112211;Água - pagamento referente a May 2025
24/05/2025 10:23;Contabilidade;52497;Contabilidade - pagamento referente a May 2025
21/05/2025 22:25;Fretes;44784;Fretes - pagamento referente a May 2025
01/05/2025 07:42;Embalagem;26251;Embalagem - pagamento referente a May 2025
13/05/2025 00:36;Serviços de terceiros;28398;Serviços de terceiros - pagamento referente a May 2025
18/05/2025 05:09;Embalagem;25093;Embalagem - pagamento referente a May 2025
04/05/2025 14:11;Alimentação;90261;Alimentação - pagamento referente a May 2025
25/05/2025 20:02;Materiais de Escritório;50;Materiais de Escritório - pagamento referente a May 2025
03/05/2025 00:41;Devoluções e ressarcimento;25947;Devoluções e ressarcimento - pagamento referente a May 2025
22/05/2025 16:49;Segurança e Monitoramento;88782;Segurança e Monitoramento - pagamento referente a May 2025
29/05/2025 22:07;Vale Transporte;162965;Vale Transporte - pagamento referente a May 2025
25/05/2025 18:07;Alimentação;242903;Alimentação - pagamento referente a May 2025
17/05/2025 17:01;Internet;214043;Internet - pagamento referente a May 2025
31/05/2025 23:16;Serviços de terceiros;10267;Serviços de terceiros - pagamento referente a May 2025
13/05/2025 08:53;Segurança e Monitoramento;187896;Segurança e Monitoramento - pagamento referente a May 2025
05/05/2025 09:32;Alimentação;295352;Alimentação - pagamento referente a May 2025
08/05/2025 13:39;Fretes;33497;Fretes - pagamento referente a May 2025
16/05/2025 03:07;Folha de pagamento;225562;Folha de pagamento - pagamento referente a May 2025
24/05/2025 04:28;Folha de pagamento;279689;Folha de pagamento - pagamento referente a May 2025
29/05/2025 03:43;Aluguel;128775;Aluguel - pagamento referente a May 2025
10/05/2025 06:56;Água;111427;Água - pagamento referente a May 2025
05/05/2025 21:44;Energia;142081;Energia - pagamento referente a May 2025
16/05/2025 06:36;Eventos;50706;Eventos - pagamento referente a May 2025
29/05/2025 20:03;Serviços de terceiros;11516;Serviços de terceiros - pagamento referente a May 2025
14/05/2025 22:00;Companhia de mídia;20862;Companhia de mídia - pagamento referente a May 2025
03/05/2025 05:34;Internet;163844;Internet - pagamento referente a May 2025
01/05/2025 01:59;Segurança e Monitoramento;287269;Segurança e Monitoramento - pagamento referente a May 2025
30/05/2025 12:02;Contabilidade;158027;Contabilidade - pagamento referente a May 2025
30/05/2025 05:22;Segurança e Monitoramento;81846;Segurança e Monitoramento - pagamento referente a May 2025
06/05/2025 20:12;Manutenção de equipamento;5375;Manutenção de equipamento - pagamento referente a May 2025
27/05/2025 12:11;Energia;332289;Energia - pagamento referente a May 2025
20/05/2025 07:39;Água;239492;Água - pagamento referente a May 2025
24/05/2025 14:01;Fretes;36075;Fretes - pagamento referente a May 2025
07/05/2025 04:33;Devoluções e ressarcimento;11788;Devoluções e ressarcimento - pagamento referente a May 2025
23/05/2025 10:04;Segurança e Monitoramento;328702;Segurança e Monitoramento - pagamento referente a May 2025
06/05/2025 12:52;Expedição;50;Expedição - pagamento referente a May 2025
27/05/2025 15:16;Aluguel;88337;Aluguel - pagamento referente a May 2025
10/05/2025 17:18;Manutenção predial;29824;Manutenção predial - pagamento referente a May 2025
24/05/2025 10:02;Aluguel;212621;Aluguel - pagamento referente a May 2025
21/05/2025 03:07;Devoluções e ressarcimento;25115;Devoluções e ressarcimento - pagamento referente a May 2025
27/05/2025 06:05;Devoluções e ressarcimento;20704;Devoluções e ressarcimento - pagamento referente a May 2025
09/05/2025 03:48;Serviços de terceiros;2461;Serviços de terceiros - pagamento referente a May 2025
03/05/2025 07:38;Vale Transporte;77384;Vale Transporte - pagamento referente a May 2025
02/05/2025 03:43;Companhia de mídia;37543;Companhia de mídia - pagamento referente a May 2025
