Data;Tipo de Despesa;Valor;Descrição
28/08/2024 02:04;Compras de equipamentos;50;Compras de equipamentos - pagamento referente a Aug 2024
23/08/2024 12:45;Devoluções e ressarcimento;65908;Devoluções e ressarcimento - pagamento referente a Aug 2024
16/08/2024 09:58;Materiais de Escritório;50;Materiais de Escritório - pagamento referente a Aug 2024
24/08/2024 22:48;Companhia de mídia;67585;Companhia de mídia - pagamento referente a Aug 2024
27/08/2024 15:38;Manutenção de equipamento;24047;Manutenção de equipamento - pagamento referente a Aug 2024
17/08/2024 23:01;Água;313483;Água - pagamento referente a Aug 2024
01/08/2024 00:47;Materiais de Escritório;21747;Materiais de Escritório - pagamento referente a Aug 2024
24/08/2024 12:23;Materiais de Escritório;7191;Materiais de Escritório - pagamento referente a Aug 2024
13/08/2024 22:14;Internet;308435;Internet - pagamento referente a Aug 2024
31/08/2024 19:39;Contabilidade;251719;Contabilidade - pagamento referente a Aug 2024
26/08/2024 12:12;Eventos;14307;Eventos - pagamento referente a Aug 2024
03/08/2024 07:26;Água;227042;Água - pagamento referente a Aug 2024
06/08/2024 09:19;Alimentação;131064;Alimentação - pagamento referente a Aug 2024
17/08/2024 12:50;Folha de pagamento;244325;Folha de pagamento - pagamento referente a Aug 2024
28/08/2024 00:48;Sistemas;206368;Sistemas - pagamento referente a Aug 2024
26/08/2024 12:05;Embalagem;8176;Embalagem - pagamento referente a Aug 2024
30/08/2024 01:17;Alimentação;355297;Alimentação - pagamento referente a Aug 2024
21/08/2024 12:08;Água;270116;Água - pagamento referente a Aug 2024
30/08/2024 11:49;Materiais de Escritório;52035;Materiais de Escritório - pagamento referente a Aug 2024
18/08/2024 06:49;Sistemas;218516;Sistemas - pagamento referente a Aug 2024
07/08/2024 13:03;Embalagem;7385;Embalagem - pagamento referente a Aug 2024
01/08/2024 12:49;Fretes;1166;Fretes - pagamento referente a Aug 2024
12/08/2024 15:36;Materiais de Limpeza;58433;Materiais de Limpeza - pagamento referente a Aug 2024
19/08/2024 15:24;Companhia de mídia;61924;Companhia de mídia - pagamento referente a Aug 2024
11/08/2024 20:52;Vale Transporte;129734;Vale Transporte - pagamento referente a Aug 2024
21/08/2024 22:15;Água;202403;Água - pagamento referente a Aug 2024
12/08/2024 17:12;Materiais de Escritório;7093;Materiais de Escritório - pagamento referente a Aug 2024
17/08/2024 07:24;Devoluções e ressarcimento;3117;Devoluções e ressarcimento - pagamento referente a Aug 2024
18/08/2024 23:15;Folha de pagamento;210744;Folha de pagamento - pagamento referente a Aug 2024
23/08/2024 03:28;Manutenção predial;6362;Manutenção predial - pagamento referente a Aug 2024
15/08/2024 06:06;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Aug 2024
03/08/2024 20:03;Segurança e Monitoramento;257691;Segurança e Monitoramento - pagamento referente a Aug 2024
20/08/2024 04:06;Manutenção predial;24708;Manutenção predial - pagamento referente a Aug 2024
08/08/2024 00:18;Compras de equipamentos;3115;Compras de equipamentos - pagamento referente a Aug 2024
30/08/2024 11:21;Segurança e Monitoramento;293616;Segurança e Monitoramento - pagamento referente a Aug 2024
24/08/2024 03:52;Serviços de terceiros;50;Serviços de terceiros - pagamento referente a Aug 2024
28/08/2024 09:50;Companhia de mídia;22799;Companhia de mídia - pagamento referente a Aug 2024
09/08/2024 21:20;Serviços de terceiros;59319;Serviços de terceiros - pagamento referente a Aug 2024
15/08/2024 13:14;Internet;169759;Internet - pagamento referente a Aug 2024
20/08/2024 17:01;Aluguel;182747;Aluguel - pagamento referente a Aug 2024
26/08/2024 14:27;Água;253233;Água - pagamento referente a Aug 2024
