Data,Tipo de Despesa,Valor,Descrição
03/08/2024  06:11:54,Expedição,1626.82,Expedição - #6265
03/08/2024  15:22:57,Aluguel,2219.3,Aluguel - #1989
06/08/2024  01:44:22,Folha de pagamento,1398.65,Folha de pagamento - #7713
06/08/2024  06:06:01,Embalagem,3354.64,Embalagem - #7410
07/08/2024  23:59:05,Expedição,1975.99,Expedição - #4040
08/08/2024  05:25:40,Serviços de terceiros,3216.49,Serviços de terceiros - #5861
09/08/2024  10:12:01,Internet,2418.52,Internet - #9148
10/08/2024  15:20:34,Energia,1389.98,Energia - #4117
10/08/2024  17:17:14,Energia,3359.32,Energia - #4112
11/08/2024  14:22:47,Expedição,3337.18,Expedição - #8871
12/08/2024  23:15:33,Folha de pagamento,1612.06,Folha de pagamento - #1114
13/08/2024  13:01:55,Serviços de terceiros,2775.78,Serviços de terceiros - #3284
13/08/2024  20:09:25,Companhia de mídia,1724.22,Companhia de mídia - #6991
15/08/2024  10:59:50,Contabilidade,3207.9,Contabilidade - #7606
17/08/2024  00:05:11,Sistemas,2094.42,Sistemas - #4239
17/08/2024  20:18:13,Embalagem,3206.17,Embalagem - #7988
20/08/2024  21:04:36,Expedição,3143.81,Expedição - #5299
22/08/2024  01:22:06,Internet,1609.28,Internet - #2096
23/08/2024  02:24:20,Folha de pagamento,3462.78,Folha de pagamento - #9672
23/08/2024  15:38:18,Manutenção predial,1646.09,Manutenção predial - #3317
24/08/2024  15:27:27,Internet,3160.35,Internet - #3618
24/08/2024  21:05:20,Aluguel,3195.29,Aluguel - #6922
24/08/2024  21:37:55,Contabilidade,2886.96,Contabilidade - #2003
26/08/2024  21:57:11,Aluguel,2795.54,Aluguel - #3474
27/08/2024  06:45:31,Folha de pagamento,1561.32,Folha de pagamento - #4048
27/08/2024  13:05:43,Embalagem,1719.12,Embalagem - #8306
29/08/2024  14:28:09,Contabilidade,3351.93,Contabilidade - #3327
29/08/2024  17:36:12,Folha de pagamento,2528.02,Folha de pagamento - #3031
31/08/2024  02:00:27,Aluguel,3450.42,Aluguel - #4818
31/08/2024  21:16:18,Embalagem,1537.65,Embalagem - #3642
