Data;Tipo de Despesa;Valor;Descrição
21/04/2024 12:27;Sistemas;235937;Sistemas - pagamento referente a Apr 2024
10/04/2024 05:36;Manutenção de equipamento;30861;Manutenção de equipamento - pagamento referente a Apr 2024
15/04/2024 01:05;Água;36005;Água - pagamento referente a Apr 2024
15/04/2024 00:58;Aluguel;122981;Aluguel - pagamento referente a Apr 2024
22/04/2024 17:09;Água;292312;Água - pagamento referente a Apr 2024
27/04/2024 00:03;Contabilidade;162947;Contabilidade - pagamento referente a Apr 2024
30/04/2024 02:18;Folha de pagamento;168918;Folha de pagamento - pagamento referente a Apr 2024
16/04/2024 11:15;Manutenção de equipamento;34761;Manutenção de equipamento - pagamento referente a Apr 2024
29/04/2024 10:51;Contabilidade;500;Contabilidade - pagamento referente a Apr 2024
04/04/2024 04:33;Embalagem;41172;Embalagem - pagamento referente a Apr 2024
12/04/2024 09:50;Compras de equipamentos;19714;Compras de equipamentos - pagamento referente a Apr 2024
25/04/2024 12:08;Manutenção de equipamento;35605;Manutenção de equipamento - pagamento referente a Apr 2024
05/04/2024 14:43;Compras de equipamentos;55959;Compras de equipamentos - pagamento referente a Apr 2024
18/04/2024 05:24;Companhia de mídia;31475;Companhia de mídia - pagamento referente a Apr 2024
25/04/2024 13:05;Contabilidade;183471;Contabilidade - pagamento referente a Apr 2024
10/04/2024 03:00;Manutenção de equipamento;1541;Manutenção de equipamento - pagamento referente a Apr 2024
18/04/2024 06:19;Energia;236281;Energia - pagamento referente a Apr 2024
22/04/2024 06:16;Companhia de mídia;13544;Companhia de mídia - pagamento referente a Apr 2024
01/04/2024 14:51;Compras de equipamentos;47865;Compras de equipamentos - pagamento referente a Apr 2024
10/04/2024 19:35;Internet;78452;Internet - pagamento referente a Apr 2024
10/04/2024 15:18;Vale Transporte;500;Vale Transporte - pagamento referente a Apr 2024
29/04/2024 18:56;Folha de pagamento;153077;Folha de pagamento - pagamento referente a Apr 2024
17/04/2024 11:08;Materiais de Escritório;33924;Materiais de Escritório - pagamento referente a Apr 2024
20/04/2024 09:50;Manutenção predial;45255;Manutenção predial - pagamento referente a Apr 2024
12/04/2024 13:29;Companhia de mídia;34262;Companhia de mídia - pagamento referente a Apr 2024
17/04/2024 21:45;Fretes;21436;Fretes - pagamento referente a Apr 2024
14/04/2024 14:36;Expedição;50;Expedição - pagamento referente a Apr 2024
10/04/2024 18:59;Fretes;5443;Fretes - pagamento referente a Apr 2024
27/04/2024 18:07;Devoluções e ressarcimento;43794;Devoluções e ressarcimento - pagamento referente a Apr 2024
05/04/2024 23:12;Manutenção predial;50;Manutenção predial - pagamento referente a Apr 2024
29/04/2024 08:58;Eventos;17255;Eventos - pagamento referente a Apr 2024
01/04/2024 14:02;Vale Transporte;163907;Vale Transporte - pagamento referente a Apr 2024
10/04/2024 00:27;Manutenção de equipamento;60007;Manutenção de equipamento - pagamento referente a Apr 2024
