Data,Tipo de Despesa,Valor,Descrição
01/10/2024  00:01:18,Companhia de mídia,3411.85,Companhia de mídia - #2983
02/10/2024  09:11:14,Serviços de terceiros,1740.2,Serviços de terceiros - #6571
03/10/2024  08:56:42,Aluguel,2807.63,Aluguel - #6859
04/10/2024  13:22:42,Contabilidade,2275.4,Contabilidade - #7602
06/10/2024  01:18:38,Folha de pagamento,1476.62,Folha de pagamento - #6429
06/10/2024  14:17:44,Aluguel,3526.48,Aluguel - #7359
08/10/2024  00:24:49,Internet,2715.54,Internet - #3893
09/10/2024  13:35:44,Internet,3504.07,Internet - #7918
10/10/2024  17:49:45,Aluguel,1736.82,Aluguel - #8392
12/10/2024  00:16:44,Segurança e Monitoramento,2761.3,Segurança e Monitoramento - #8759
12/10/2024  20:34:06,Compras de equipamentos,2473.64,Compras de equipamentos - #7858
13/10/2024  17:49:06,Fretes,3489.63,Fretes - #7925
14/10/2024  03:00:43,Folha de pagamento,3049.81,Folha de pagamento - #3103
14/10/2024  19:37:58,Folha de pagamento,2393.0,Folha de pagamento - #8838
17/10/2024  07:58:59,Internet,1712.65,Internet - #3253
18/10/2024  02:05:15,Internet,2478.26,Internet - #2540
18/10/2024  20:46:03,Companhia de mídia,3676.17,Companhia de mídia - #5148
19/10/2024  01:43:31,Embalagem,3778.68,Embalagem - #1516
19/10/2024  15:14:45,Fretes,1830.07,Fretes - #8285
20/10/2024  09:21:24,Aluguel,3531.69,Aluguel - #7142
20/10/2024  11:43:31,Expedição,2013.76,Expedição - #1447
22/10/2024  00:59:32,Embalagem,2590.51,Embalagem - #8281
22/10/2024  04:53:04,Sistemas,3426.28,Sistemas - #4262
23/10/2024  16:31:11,Embalagem,1938.19,Embalagem - #8401
24/10/2024  10:15:38,Contabilidade,3322.95,Contabilidade - #8688
26/10/2024  22:27:01,Internet,2069.73,Internet - #9604
27/10/2024  21:04:04,Folha de pagamento,2677.85,Folha de pagamento - #5152
31/10/2024  03:06:10,Companhia de mídia,1652.68,Companhia de mídia - #3280
31/10/2024  15:48:57,Energia,2338.45,Energia - #2422
31/10/2024  19:36:01,Folha de pagamento,3811.09,Folha de pagamento - #8177
