Data,Tipo de Despesa,Valor,Descrição
02/03/2024  06:14:15,Alimentação,1576.51,Alimentação - #8819
04/03/2024  14:05:30,Folha de pagamento,2635.48,Folha de pagamento - #4234
06/03/2024  10:33:30,Embalagem,1777.72,Embalagem - #7830
07/03/2024  18:43:09,Materiais de Escritório,1909.64,Materiais de Escritório - #6304
08/03/2024  07:16:51,Vale Transporte,1174.73,Vale Transporte - #3993
09/03/2024  07:59:16,Serviços de terceiros,1276.03,Serviços de terceiros - #8732
09/03/2024  13:38:17,Manutenção de equipamento,2025.98,Manutenção de equipamento - #9070
10/03/2024  08:55:34,Manutenção predial,2880.84,Manutenção predial - #5079
11/03/2024  16:30:32,Embalagem,2893.08,Embalagem - #5649
12/03/2024  23:20:28,Folha de pagamento,2170.24,Folha de pagamento - #6046
13/03/2024  13:00:48,Sistemas,2565.19,Sistemas - #7620
14/03/2024  11:41:51,Aluguel,2816.41,Aluguel - #3292
14/03/2024  21:19:06,Aluguel,2149.9,Aluguel - #8261
15/03/2024  20:12:37,Expedição,1829.33,Expedição - #8475
17/03/2024  15:31:10,Compras de equipamentos,2645.19,Compras de equipamentos - #3929
18/03/2024  01:20:50,Contabilidade,1679.8,Contabilidade - #2196
19/03/2024  06:38:31,Aluguel,2657.02,Aluguel - #5914
19/03/2024  13:55:57,Vale Transporte,2390.65,Vale Transporte - #2827
20/03/2024  08:35:17,Folha de pagamento,1802.3,Folha de pagamento - #2496
21/03/2024  07:14:44,Expedição,2958.57,Expedição - #8472
22/03/2024  17:32:19,Folha de pagamento,2753.99,Folha de pagamento - #8209
22/03/2024  17:52:11,Folha de pagamento,1584.28,Folha de pagamento - #4171
23/03/2024  08:18:53,Folha de pagamento,1254.54,Folha de pagamento - #7119
24/03/2024  02:57:57,Serviços de terceiros,1739.07,Serviços de terceiros - #3171
25/03/2024  05:31:00,Folha de pagamento,2765.02,Folha de pagamento - #6229
25/03/2024  07:13:19,Serviços de terceiros,1534.86,Serviços de terceiros - #9221
25/03/2024  08:01:52,Materiais de Limpeza,3003.5,Materiais de Limpeza - #4313
25/03/2024  12:50:10,Folha de pagamento,1336.55,Folha de pagamento - #3587
25/03/2024  16:30:06,Folha de pagamento,2417.9,Folha de pagamento - #5916
27/03/2024  09:23:09,Materiais de Escritório,2205.68,Materiais de Escritório - #6017
