Data;Tipo de Despesa;Valor;Descrição
06/12/2024 00:45;Vale Transporte;185502;Vale Transporte - pagamento referente a Dec 2024
13/12/2024 08:05;Sistemas;180238;Sistemas - pagamento referente a Dec 2024
25/12/2024 14:42;Contabilidade;184728;Contabilidade - pagamento referente a Dec 2024
24/12/2024 13:52;Contabilidade;23051;Contabilidade - pagamento referente a Dec 2024
22/12/2024 05:03;Embalagem;48605;Embalagem - pagamento referente a Dec 2024
09/12/2024 02:09;Companhia de mídia;13811;Companhia de mídia - pagamento referente a Dec 2024
30/12/2024 03:38;Companhia de mídia;44714;Companhia de mídia - pagamento referente a Dec 2024
10/12/2024 11:19;Devoluções e ressarcimento;80608;Devoluções e ressarcimento - pagamento referente a Dec 2024
08/12/2024 22:53;Manutenção predial;18249;Manutenção predial - pagamento referente a Dec 2024
10/12/2024 18:28;Embalagem;13963;Embalagem - pagamento referente a Dec 2024
16/12/2024 20:27;Devoluções e ressarcimento;64321;Devoluções e ressarcimento - pagamento referente a Dec 2024
22/12/2024 19:26;Alimentação;96538;Alimentação - pagamento referente a Dec 2024
05/12/2024 22:32;Compras de equipamentos;50;Compras de equipamentos - pagamento referente a Dec 2024
02/12/2024 06:15;Eventos;6549;Eventos - pagamento referente a Dec 2024
05/12/2024 04:32;Fretes;75109;Fretes - pagamento referente a Dec 2024
04/12/2024 22:13;Devoluções e ressarcimento;23334;Devoluções e ressarcimento - pagamento referente a Dec 2024
01/12/2024 04:09;Manutenção predial;50;Manutenção predial - pagamento referente a Dec 2024
15/12/2024 02:51;Eventos;36647;Eventos - pagamento referente a Dec 2024
31/12/2024 00:17;Segurança e Monitoramento;163833;Segurança e Monitoramento - pagamento referente a Dec 2024
14/12/2024 00:55;Embalagem;82493;Embalagem - pagamento referente a Dec 2024
28/12/2024 00:21;Internet;194709;Internet - pagamento referente a Dec 2024
25/12/2024 12:55;Manutenção predial;2549;Manutenção predial - pagamento referente a Dec 2024
03/12/2024 06:39;Manutenção predial;29982;Manutenção predial - pagamento referente a Dec 2024
17/12/2024 04:31;Fretes;68336;Fretes - pagamento referente a Dec 2024
21/12/2024 02:55;Aluguel;318729;Aluguel - pagamento referente a Dec 2024
29/12/2024 12:21;Folha de pagamento;123485;Folha de pagamento - pagamento referente a Dec 2024
11/12/2024 12:37;Devoluções e ressarcimento;19082;Devoluções e ressarcimento - pagamento referente a Dec 2024
31/12/2024 21:56;Água;237793;Água - pagamento referente a Dec 2024
02/12/2024 23:10;Expedição;19269;Expedição - pagamento referente a Dec 2024
13/12/2024 03:20;Companhia de mídia;13766;Companhia de mídia - pagamento referente a Dec 2024
26/12/2024 12:30;Eventos;42197;Eventos - pagamento referente a Dec 2024
18/12/2024 20:07;Materiais de Escritório;22174;Materiais de Escritório - pagamento referente a Dec 2024
01/12/2024 03:35;Energia;234071;Energia - pagamento referente a Dec 2024
29/12/2024 10:16;Sistemas;305704;Sistemas - pagamento referente a Dec 2024
19/12/2024 20:50;Vale Transporte;228449;Vale Transporte - pagamento referente a Dec 2024
28/12/2024 01:26;Manutenção predial;30479;Manutenção predial - pagamento referente a Dec 2024
02/12/2024 16:09;Expedição;41554;Expedição - pagamento referente a Dec 2024
04/12/2024 21:59;Internet;270587;Internet - pagamento referente a Dec 2024
04/12/2024 03:23;Vale Transporte;7215;Vale Transporte - pagamento referente a Dec 2024
18/12/2024 05:18;Internet;171333;Internet - pagamento referente a Dec 2024
25/12/2024 15:32;Aluguel;248361;Aluguel - pagamento referente a Dec 2024
25/12/2024 01:36;Segurança e Monitoramento;99967;Segurança e Monitoramento - pagamento referente a Dec 2024
29/12/2024 09:13;Devoluções e ressarcimento;1345;Devoluções e ressarcimento - pagamento referente a Dec 2024
19/12/2024 07:31;Compras de equipamentos;14989;Compras de equipamentos - pagamento referente a Dec 2024
14/12/2024 01:59;Vale Transporte;215176;Vale Transporte - pagamento referente a Dec 2024
28/12/2024 23:20;Eventos;47994;Eventos - pagamento referente a Dec 2024
