Data;Tipo de Despesa;Valor;Descrição
10/07/2024 09:33;Energia;111544;Energia - pagamento referente a Jul 2024
04/07/2024 17:37;Contabilidade;311655;Contabilidade - pagamento referente a Jul 2024
24/07/2024 14:14;Aluguel;179996;Aluguel - pagamento referente a Jul 2024
14/07/2024 20:58;Folha de pagamento;167135;Folha de pagamento - pagamento referente a Jul 2024
20/07/2024 02:09;Vale Transporte;234176;Vale Transporte - pagamento referente a Jul 2024
14/07/2024 05:31;Materiais de Limpeza;26642;Materiais de Limpeza - pagamento referente a Jul 2024
07/07/2024 05:53;Vale Transporte;280047;Vale Transporte - pagamento referente a Jul 2024
01/07/2024 04:33;Expedição;15946;Expedição - pagamento referente a Jul 2024
21/07/2024 21:30;Sistemas;304347;Sistemas - pagamento referente a Jul 2024
27/07/2024 14:56;Compras de equipamentos;37004;Compras de equipamentos - pagamento referente a Jul 2024
26/07/2024 09:17;Expedição;62758;Expedição - pagamento referente a Jul 2024
05/07/2024 08:19;Materiais de Limpeza;37217;Materiais de Limpeza - pagamento referente a Jul 2024
05/07/2024 10:29;Contabilidade;290136;Contabilidade - pagamento referente a Jul 2024
28/07/2024 08:10;Folha de pagamento;282604;Folha de pagamento - pagamento referente a Jul 2024
16/07/2024 03:41;Vale Transporte;220826;Vale Transporte - pagamento referente a Jul 2024
01/07/2024 23:52;Alimentação;233925;Alimentação - pagamento referente a Jul 2024
23/07/2024 17:44;Sistemas;329247;Sistemas - pagamento referente a Jul 2024
24/07/2024 13:08;Manutenção predial;54236;Manutenção predial - pagamento referente a Jul 2024
05/07/2024 22:09;Alimentação;162093;Alimentação - pagamento referente a Jul 2024
12/07/2024 09:44;Contabilidade;197888;Contabilidade - pagamento referente a Jul 2024
04/07/2024 06:09;Alimentação;65325;Alimentação - pagamento referente a Jul 2024
17/07/2024 06:49;Internet;182806;Internet - pagamento referente a Jul 2024
18/07/2024 10:55;Manutenção de equipamento;49492;Manutenção de equipamento - pagamento referente a Jul 2024
18/07/2024 15:02;Vale Transporte;14635;Vale Transporte - pagamento referente a Jul 2024
14/07/2024 14:58;Sistemas;101252;Sistemas - pagamento referente a Jul 2024
14/07/2024 22:48;Sistemas;243703;Sistemas - pagamento referente a Jul 2024
12/07/2024 16:46;Aluguel;67001;Aluguel - pagamento referente a Jul 2024
19/07/2024 15:36;Água;60117;Água - pagamento referente a Jul 2024
25/07/2024 03:38;Internet;175357;Internet - pagamento referente a Jul 2024
10/07/2024 04:13;Energia;198844;Energia - pagamento referente a Jul 2024
27/07/2024 18:19;Materiais de Escritório;64812;Materiais de Escritório - pagamento referente a Jul 2024
25/07/2024 15:26;Internet;183262;Internet - pagamento referente a Jul 2024
12/07/2024 05:03;Expedição;2726;Expedição - pagamento referente a Jul 2024
21/07/2024 08:26;Materiais de Escritório;50;Materiais de Escritório - pagamento referente a Jul 2024
16/07/2024 16:21;Manutenção predial;13844;Manutenção predial - pagamento referente a Jul 2024
08/07/2024 00:07;Água;264865;Água - pagamento referente a Jul 2024
27/07/2024 06:50;Materiais de Escritório;9853;Materiais de Escritório - pagamento referente a Jul 2024
25/07/2024 12:05;Companhia de mídia;74383;Companhia de mídia - pagamento referente a Jul 2024
27/07/2024 04:59;Devoluções e ressarcimento;15188;Devoluções e ressarcimento - pagamento referente a Jul 2024
15/07/2024 22:36;Contabilidade;273532;Contabilidade - pagamento referente a Jul 2024
16/07/2024 02:38;Expedição;49837;Expedição - pagamento referente a Jul 2024
25/07/2024 10:11;Vale Transporte;135232;Vale Transporte - pagamento referente a Jul 2024
20/07/2024 22:53;Materiais de Escritório;54121;Materiais de Escritório - pagamento referente a Jul 2024
