Data;Tipo de Despesa;Valor;Descrição
13/07/2025 13:47;Folha de pagamento;27122;Folha de pagamento - pagamento referente a Jul 2025
06/07/2025 18:03;Vale Transporte;131113;Vale Transporte - pagamento referente a Jul 2025
04/07/2025 10:58;Alimentação;117398;Alimentação - pagamento referente a Jul 2025
12/07/2025 22:49;Manutenção de equipamento;41432;Manutenção de equipamento - pagamento referente a Jul 2025
31/07/2025 05:43;Compras de equipamentos;72499;Compras de equipamentos - pagamento referente a Jul 2025
08/07/2025 15:25;Vale Transporte;321543;Vale Transporte - pagamento referente a Jul 2025
15/07/2025 11:51;Compras de equipamentos;47613;Compras de equipamentos - pagamento referente a Jul 2025
26/07/2025 08:06;Manutenção de equipamento;55765;Manutenção de equipamento - pagamento referente a Jul 2025
28/07/2025 15:03;Aluguel;112829;Aluguel - pagamento referente a Jul 2025
04/07/2025 00:22;Internet;170359;Internet - pagamento referente a Jul 2025
05/07/2025 04:22;Aluguel;124132;Aluguel - pagamento referente a Jul 2025
04/07/2025 06:18;Contabilidade;112645;Contabilidade - pagamento referente a Jul 2025
12/07/2025 13:57;Materiais de Escritório;4277;Materiais de Escritório - pagamento referente a Jul 2025
01/07/2025 19:12;Aluguel;223726;Aluguel - pagamento referente a Jul 2025
27/07/2025 04:32;Folha de pagamento;215251;Folha de pagamento - pagamento referente a Jul 2025
14/07/2025 15:18;Devoluções e ressarcimento;51204;Devoluções e ressarcimento - pagamento referente a Jul 2025
27/07/2025 17:54;Sistemas;231834;Sistemas - pagamento referente a Jul 2025
03/07/2025 13:15;Contabilidade;101398;Contabilidade - pagamento referente a Jul 2025
08/07/2025 23:42;Compras de equipamentos;34932;Compras de equipamentos - pagamento referente a Jul 2025
03/07/2025 02:46;Energia;232781;Energia - pagamento referente a Jul 2025
25/07/2025 12:32;Serviços de terceiros;7623;Serviços de terceiros - pagamento referente a Jul 2025
20/07/2025 13:45;Internet;316466;Internet - pagamento referente a Jul 2025
14/07/2025 15:24;Expedição;53533;Expedição - pagamento referente a Jul 2025
29/07/2025 17:44;Serviços de terceiros;18013;Serviços de terceiros - pagamento referente a Jul 2025
09/07/2025 03:26;Materiais de Escritório;43831;Materiais de Escritório - pagamento referente a Jul 2025
01/07/2025 04:49;Água;12738;Água - pagamento referente a Jul 2025
17/07/2025 01:59;Eventos;13698;Eventos - pagamento referente a Jul 2025
25/07/2025 21:15;Manutenção de equipamento;4158;Manutenção de equipamento - pagamento referente a Jul 2025
14/07/2025 10:54;Materiais de Limpeza;65261;Materiais de Limpeza - pagamento referente a Jul 2025
24/07/2025 13:00;Segurança e Monitoramento;268362;Segurança e Monitoramento - pagamento referente a Jul 2025
06/07/2025 21:12;Manutenção de equipamento;34296;Manutenção de equipamento - pagamento referente a Jul 2025
10/07/2025 20:54;Vale Transporte;206706;Vale Transporte - pagamento referente a Jul 2025
13/07/2025 06:59;Materiais de Limpeza;8809;Materiais de Limpeza - pagamento referente a Jul 2025
07/07/2025 00:47;Manutenção predial;24549;Manutenção predial - pagamento referente a Jul 2025
10/07/2025 09:30;Água;344745;Água - pagamento referente a Jul 2025
13/07/2025 11:00;Companhia de mídia;50;Companhia de mídia - pagamento referente a Jul 2025
16/07/2025 21:45;Embalagem;61;Embalagem - pagamento referente a Jul 2025
05/07/2025 03:06;Aluguel;247778;Aluguel - pagamento referente a Jul 2025
27/07/2025 10:27;Aluguel;90629;Aluguel - pagamento referente a Jul 2025
20/07/2025 14:21;Expedição;10381;Expedição - pagamento referente a Jul 2025
31/07/2025 13:43;Contabilidade;255832;Contabilidade - pagamento referente a Jul 2025
27/07/2025 14:10;Expedição;13554;Expedição - pagamento referente a Jul 2025
22/07/2025 19:02;Fretes;37783;Fretes - pagamento referente a Jul 2025
16/07/2025 06:05;Compras de equipamentos;3039;Compras de equipamentos - pagamento referente a Jul 2025
29/07/2025 07:11;Expedição;56789;Expedição - pagamento referente a Jul 2025
10/07/2025 08:27;Alimentação;263125;Alimentação - pagamento referente a Jul 2025
18/07/2025 15:51;Aluguel;31227;Aluguel - pagamento referente a Jul 2025
16/07/2025 15:32;Manutenção de equipamento;18924;Manutenção de equipamento - pagamento referente a Jul 2025
23/07/2025 13:44;Expedição;4158;Expedição - pagamento referente a Jul 2025
29/07/2025 04:26;Devoluções e ressarcimento;52557;Devoluções e ressarcimento - pagamento referente a Jul 2025
