Data,Tipo de Despesa,Valor,Descrição
03/12/2024  08:43:27,Energia,2109.55,Energia - #3346
03/12/2024  11:58:21,Folha de pagamento,1879.62,Folha de pagamento - #5476
03/12/2024  20:46:17,Alimentação,4299.53,Alimentação - #4156
04/12/2024  21:35:26,Folha de pagamento,2688.81,Folha de pagamento - #2080
05/12/2024  15:31:32,Materiais de Escritório,2627.33,Materiais de Escritório - #9722
05/12/2024  18:31:44,Alimentação,3349.57,Alimentação - #6127
06/12/2024  18:03:05,Manutenção predial,4545.95,Manutenção predial - #5683
08/12/2024  12:06:50,Energia,3683.82,Energia - #3023
08/12/2024  21:38:26,Expedição,2269.17,Expedição - #8500
09/12/2024  04:46:39,Embalagem,2374.63,Embalagem - #7914
09/12/2024  08:24:41,Aluguel,3701.3,Aluguel - #3675
12/12/2024  14:32:18,Folha de pagamento,4638.02,Folha de pagamento - #5519
12/12/2024  19:34:32,Alimentação,4172.56,Alimentação - #4438
12/12/2024  22:36:55,Aluguel,2519.6,Aluguel - #5620
14/12/2024  04:20:50,Embalagem,1780.17,Embalagem - #8104
16/12/2024  00:27:43,Água,4424.86,Água - #9334
17/12/2024  22:56:59,Manutenção predial,3700.05,Manutenção predial - #4748
19/12/2024  21:41:52,Expedição,3809.03,Expedição - #9379
19/12/2024  23:17:03,Folha de pagamento,4606.18,Folha de pagamento - #7064
20/12/2024  03:57:03,Água,3979.17,Água - #3797
21/12/2024  02:04:46,Fretes,1900.28,Fretes - #4932
22/12/2024  01:15:02,Expedição,3681.06,Expedição - #4081
22/12/2024  16:45:09,Folha de pagamento,2642.58,Folha de pagamento - #3070
24/12/2024  09:37:52,Folha de pagamento,2022.78,Folha de pagamento - #9021
25/12/2024  12:11:22,Folha de pagamento,2013.33,Folha de pagamento - #9711
26/12/2024  07:17:00,Folha de pagamento,3455.73,Folha de pagamento - #2604
28/12/2024  02:19:26,Folha de pagamento,2494.83,Folha de pagamento - #6123
28/12/2024  06:08:38,Folha de pagamento,3980.46,Folha de pagamento - #4539
29/12/2024  12:30:37,Água,2131.28,Água - #3090
31/12/2024  19:15:04,Energia,3079.75,Energia - #5425
