Data;Tipo de Despesa;Valor;Descrição
08/06/2025 12:31;Eventos;51461;Eventos - pagamento referente a Jun 2025
13/06/2025 08:40;Fretes;50;Fretes - pagamento referente a Jun 2025
12/06/2025 00:07;Energia;176026;Energia - pagamento referente a Jun 2025
20/06/2025 17:32;Sistemas;204642;Sistemas - pagamento referente a Jun 2025
04/06/2025 15:41;Compras de equipamentos;28745;Compras de equipamentos - pagamento referente a Jun 2025
30/06/2025 01:06;Devoluções e ressarcimento;7616;Devoluções e ressarcimento - pagamento referente a Jun 2025
06/06/2025 20:47;Manutenção de equipamento;24134;Manutenção de equipamento - pagamento referente a Jun 2025
13/06/2025 03:08;Manutenção predial;50;Manutenção predial - pagamento referente a Jun 2025
07/06/2025 06:51;Segurança e Monitoramento;118888;Segurança e Monitoramento - pagamento referente a Jun 2025
06/06/2025 01:07;Materiais de Limpeza;19797;Materiais de Limpeza - pagamento referente a Jun 2025
21/06/2025 22:27;Manutenção predial;54921;Manutenção predial - pagamento referente a Jun 2025
10/06/2025 22:59;Materiais de Escritório;43366;Materiais de Escritório - pagamento referente a Jun 2025
15/06/2025 20:10;Contabilidade;226226;Contabilidade - pagamento referente a Jun 2025
03/06/2025 03:32;Expedição;9999;Expedição - pagamento referente a Jun 2025
05/06/2025 03:20;Materiais de Escritório;37016;Materiais de Escritório - pagamento referente a Jun 2025
22/06/2025 02:49;Materiais de Limpeza;30956;Materiais de Limpeza - pagamento referente a Jun 2025
26/06/2025 18:11;Devoluções e ressarcimento;66604;Devoluções e ressarcimento - pagamento referente a Jun 2025
15/06/2025 22:30;Contabilidade;273942;Contabilidade - pagamento referente a Jun 2025
08/06/2025 00:37;Manutenção predial;9552;Manutenção predial - pagamento referente a Jun 2025
05/06/2025 09:54;Segurança e Monitoramento;20249;Segurança e Monitoramento - pagamento referente a Jun 2025
04/06/2025 21:50;Contabilidade;125966;Contabilidade - pagamento referente a Jun 2025
22/06/2025 15:22;Serviços de terceiros;3974;Serviços de terceiros - pagamento referente a Jun 2025
18/06/2025 05:27;Aluguel;194918;Aluguel - pagamento referente a Jun 2025
22/06/2025 17:28;Manutenção predial;18567;Manutenção predial - pagamento referente a Jun 2025
16/06/2025 08:44;Sistemas;111043;Sistemas - pagamento referente a Jun 2025
06/06/2025 19:44;Aluguel;287718;Aluguel - pagamento referente a Jun 2025
28/06/2025 01:54;Vale Transporte;20027;Vale Transporte - pagamento referente a Jun 2025
08/06/2025 09:02;Vale Transporte;298995;Vale Transporte - pagamento referente a Jun 2025
24/06/2025 12:15;Sistemas;252091;Sistemas - pagamento referente a Jun 2025
04/06/2025 06:42;Sistemas;297886;Sistemas - pagamento referente a Jun 2025
16/06/2025 22:20;Expedição;28929;Expedição - pagamento referente a Jun 2025
18/06/2025 14:51;Sistemas;149946;Sistemas - pagamento referente a Jun 2025
22/06/2025 01:15;Segurança e Monitoramento;267874;Segurança e Monitoramento - pagamento referente a Jun 2025
02/06/2025 04:36;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Jun 2025
06/06/2025 02:35;Folha de pagamento;183762;Folha de pagamento - pagamento referente a Jun 2025
13/06/2025 13:43;Internet;220431;Internet - pagamento referente a Jun 2025
13/06/2025 02:33;Vale Transporte;130537;Vale Transporte - pagamento referente a Jun 2025
16/06/2025 02:33;Manutenção predial;39729;Manutenção predial - pagamento referente a Jun 2025
18/06/2025 22:52;Materiais de Limpeza;28672;Materiais de Limpeza - pagamento referente a Jun 2025
11/06/2025 18:27;Materiais de Limpeza;5105;Materiais de Limpeza - pagamento referente a Jun 2025
06/06/2025 12:52;Aluguel;34069;Aluguel - pagamento referente a Jun 2025
24/06/2025 20:00;Manutenção predial;32142;Manutenção predial - pagamento referente a Jun 2025
13/06/2025 17:52;Compras de equipamentos;39303;Compras de equipamentos - pagamento referente a Jun 2025
