Data;Tipo de Despesa;Valor;Descrição
20/04/2025 02:03;Expedição;7374;Expedição - pagamento referente a Apr 2025
06/04/2025 08:06;Embalagem;4508;Embalagem - pagamento referente a Apr 2025
02/04/2025 13:32;Embalagem;5924;Embalagem - pagamento referente a Apr 2025
07/04/2025 01:40;Segurança e Monitoramento;194626;Segurança e Monitoramento - pagamento referente a Apr 2025
14/04/2025 09:49;Devoluções e ressarcimento;21648;Devoluções e ressarcimento - pagamento referente a Apr 2025
11/04/2025 07:13;Folha de pagamento;181247;Folha de pagamento - pagamento referente a Apr 2025
17/04/2025 13:41;Vale Transporte;221079;Vale Transporte - pagamento referente a Apr 2025
30/04/2025 21:15;Manutenção de equipamento;10406;Manutenção de equipamento - pagamento referente a Apr 2025
25/04/2025 00:14;Embalagem;37356;Embalagem - pagamento referente a Apr 2025
15/04/2025 23:56;Contabilidade;255177;Contabilidade - pagamento referente a Apr 2025
03/04/2025 21:52;Materiais de Limpeza;28445;Materiais de Limpeza - pagamento referente a Apr 2025
11/04/2025 05:40;Embalagem;25641;Embalagem - pagamento referente a Apr 2025
26/04/2025 21:10;Internet;283785;Internet - pagamento referente a Apr 2025
01/04/2025 19:58;Fretes;20762;Fretes - pagamento referente a Apr 2025
06/04/2025 00:25;Embalagem;42856;Embalagem - pagamento referente a Apr 2025
01/04/2025 12:13;Alimentação;245765;Alimentação - pagamento referente a Apr 2025
20/04/2025 11:02;Segurança e Monitoramento;289948;Segurança e Monitoramento - pagamento referente a Apr 2025
13/04/2025 16:40;Alimentação;189482;Alimentação - pagamento referente a Apr 2025
01/04/2025 02:55;Energia;133454;Energia - pagamento referente a Apr 2025
28/04/2025 21:30;Embalagem;35633;Embalagem - pagamento referente a Apr 2025
17/04/2025 10:11;Materiais de Limpeza;7095;Materiais de Limpeza - pagamento referente a Apr 2025
21/04/2025 22:24;Contabilidade;198116;Contabilidade - pagamento referente a Apr 2025
08/04/2025 06:06;Embalagem;50;Embalagem - pagamento referente a Apr 2025
07/04/2025 17:25;Sistemas;196522;Sistemas - pagamento referente a Apr 2025
01/04/2025 19:48;Sistemas;165059;Sistemas - pagamento referente a Apr 2025
16/04/2025 09:12;Serviços de terceiros;64536;Serviços de terceiros - pagamento referente a Apr 2025
10/04/2025 07:47;Alimentação;71474;Alimentação - pagamento referente a Apr 2025
17/04/2025 18:45;Alimentação;266084;Alimentação - pagamento referente a Apr 2025
23/04/2025 23:14;Serviços de terceiros;12736;Serviços de terceiros - pagamento referente a Apr 2025
07/04/2025 20:02;Eventos;50;Eventos - pagamento referente a Apr 2025
11/04/2025 17:40;Eventos;24265;Eventos - pagamento referente a Apr 2025
04/04/2025 22:34;Manutenção predial;44115;Manutenção predial - pagamento referente a Apr 2025
09/04/2025 10:41;Folha de pagamento;159762;Folha de pagamento - pagamento referente a Apr 2025
