Data,Tipo de Despesa,Valor,Descrição
01/09/2024  04:28:04,Folha de pagamento,3378.6,Folha de pagamento - #7541
01/09/2024  11:08:36,Fretes,3121.4,Fretes - #3102
02/09/2024  04:09:21,Vale Transporte,2581.58,Vale Transporte - #7404
03/09/2024  10:54:12,Folha de pagamento,4165.74,Folha de pagamento - #8025
03/09/2024  14:03:23,Expedição,2737.25,Expedição - #9495
04/09/2024  10:36:28,Folha de pagamento,2889.99,Folha de pagamento - #5991
04/09/2024  21:35:11,Aluguel,3312.86,Aluguel - #1525
05/09/2024  22:47:34,Expedição,2178.51,Expedição - #5278
07/09/2024  12:04:34,Materiais de Limpeza,3212.04,Materiais de Limpeza - #7331
08/09/2024  16:21:58,Embalagem,2601.97,Embalagem - #9043
10/09/2024  09:52:22,Aluguel,3969.51,Aluguel - #7616
10/09/2024  18:12:32,Embalagem,2262.04,Embalagem - #8519
11/09/2024  13:25:10,Aluguel,3810.36,Aluguel - #2814
13/09/2024  09:13:14,Aluguel,2896.22,Aluguel - #5769
14/09/2024  13:43:48,Folha de pagamento,1855.74,Folha de pagamento - #7608
14/09/2024  15:47:04,Folha de pagamento,2487.84,Folha de pagamento - #7373
17/09/2024  04:55:25,Internet,2457.94,Internet - #4728
18/09/2024  06:21:12,Energia,1727.08,Energia - #6394
18/09/2024  14:46:52,Embalagem,3177.88,Embalagem - #8559
20/09/2024  15:01:11,Fretes,2783.77,Fretes - #4260
23/09/2024  13:13:28,Serviços de terceiros,2642.71,Serviços de terceiros - #8372
23/09/2024  17:19:20,Serviços de terceiros,2833.7,Serviços de terceiros - #1380
24/09/2024  00:31:51,Folha de pagamento,1992.21,Folha de pagamento - #6810
24/09/2024  06:30:14,Folha de pagamento,4038.81,Folha de pagamento - #9451
24/09/2024  21:54:17,Folha de pagamento,2223.34,Folha de pagamento - #4123
27/09/2024  16:32:34,Aluguel,4126.91,Aluguel - #2280
27/09/2024  18:48:41,Manutenção predial,2701.84,Manutenção predial - #1194
27/09/2024  22:42:30,Folha de pagamento,2114.93,Folha de pagamento - #3601
28/09/2024  06:08:55,Manutenção predial,2665.13,Manutenção predial - #4369
30/09/2024  07:06:07,Companhia de mídia,3212.1,Companhia de mídia - #2168
