Data;Tipo de Despesa;Valor;Descrição
16/10/2024 14:40;Eventos;36634;Eventos - pagamento referente a Oct 2024
24/10/2024 11:59;Vale Transporte;289682;Vale Transporte - pagamento referente a Oct 2024
03/10/2024 13:51;Eventos;26514;Eventos - pagamento referente a Oct 2024
17/10/2024 10:27;Internet;199256;Internet - pagamento referente a Oct 2024
02/10/2024 04:31;Água;134206;Água - pagamento referente a Oct 2024
18/10/2024 21:40;Fretes;3388;Fretes - pagamento referente a Oct 2024
14/10/2024 02:15;Devoluções e ressarcimento;3484;Devoluções e ressarcimento - pagamento referente a Oct 2024
02/10/2024 16:21;Manutenção de equipamento;30013;Manutenção de equipamento - pagamento referente a Oct 2024
17/10/2024 06:31;Serviços de terceiros;45394;Serviços de terceiros - pagamento referente a Oct 2024
09/10/2024 05:15;Serviços de terceiros;54135;Serviços de terceiros - pagamento referente a Oct 2024
05/10/2024 00:05;Manutenção de equipamento;27419;Manutenção de equipamento - pagamento referente a Oct 2024
22/10/2024 00:21;Materiais de Limpeza;15431;Materiais de Limpeza - pagamento referente a Oct 2024
05/10/2024 11:42;Expedição;22098;Expedição - pagamento referente a Oct 2024
14/10/2024 04:16;Embalagem;33809;Embalagem - pagamento referente a Oct 2024
02/10/2024 06:09;Alimentação;266008;Alimentação - pagamento referente a Oct 2024
19/10/2024 21:37;Manutenção predial;5186;Manutenção predial - pagamento referente a Oct 2024
12/10/2024 18:59;Embalagem;39762;Embalagem - pagamento referente a Oct 2024
05/10/2024 02:20;Compras de equipamentos;16898;Compras de equipamentos - pagamento referente a Oct 2024
16/10/2024 08:36;Companhia de mídia;60097;Companhia de mídia - pagamento referente a Oct 2024
06/10/2024 01:30;Internet;13063;Internet - pagamento referente a Oct 2024
02/10/2024 14:22;Materiais de Escritório;22407;Materiais de Escritório - pagamento referente a Oct 2024
23/10/2024 14:27;Devoluções e ressarcimento;13547;Devoluções e ressarcimento - pagamento referente a Oct 2024
08/10/2024 20:43;Contabilidade;248097;Contabilidade - pagamento referente a Oct 2024
13/10/2024 12:18;Materiais de Limpeza;32216;Materiais de Limpeza - pagamento referente a Oct 2024
29/10/2024 08:39;Água;200017;Água - pagamento referente a Oct 2024
06/10/2024 05:47;Água;161902;Água - pagamento referente a Oct 2024
22/10/2024 09:53;Compras de equipamentos;50;Compras de equipamentos - pagamento referente a Oct 2024
30/10/2024 15:33;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Oct 2024
03/10/2024 15:19;Contabilidade;155957;Contabilidade - pagamento referente a Oct 2024
10/10/2024 10:51;Energia;31382;Energia - pagamento referente a Oct 2024
04/10/2024 11:05;Vale Transporte;134459;Vale Transporte - pagamento referente a Oct 2024
01/10/2024 16:49;Internet;221005;Internet - pagamento referente a Oct 2024
20/10/2024 14:20;Manutenção predial;50;Manutenção predial - pagamento referente a Oct 2024
24/10/2024 09:57;Eventos;14559;Eventos - pagamento referente a Oct 2024
06/10/2024 13:40;Energia;163985;Energia - pagamento referente a Oct 2024
22/10/2024 03:56;Aluguel;268072;Aluguel - pagamento referente a Oct 2024
05/10/2024 03:19;Companhia de mídia;34933;Companhia de mídia - pagamento referente a Oct 2024
10/10/2024 21:43;Serviços de terceiros;26566;Serviços de terceiros - pagamento referente a Oct 2024
17/10/2024 02:18;Companhia de mídia;50;Companhia de mídia - pagamento referente a Oct 2024
03/10/2024 00:54;Internet;29889;Internet - pagamento referente a Oct 2024
11/10/2024 23:31;Contabilidade;173768;Contabilidade - pagamento referente a Oct 2024
18/10/2024 19:24;Serviços de terceiros;53155;Serviços de terceiros - pagamento referente a Oct 2024
05/10/2024 06:55;Materiais de Limpeza;26643;Materiais de Limpeza - pagamento referente a Oct 2024
16/10/2024 14:31;Contabilidade;9233;Contabilidade - pagamento referente a Oct 2024
