Data,Tipo de Despesa,Valor,Descrição
01/01/2024  01:42:24,Embalagem,4145.27,Embalagem - #5365
01/01/2024  15:05:00,Serviços de terceiros,1831.9,Serviços de terceiros - #1118
02/01/2024  04:06:50,Materiais de Escritório,1914.57,Materiais de Escritório - #7162
03/01/2024  03:07:31,Fretes,2025.06,Fretes - #4613
03/01/2024  17:41:19,Internet,4234.86,Internet - #9186
03/01/2024  22:41:37,Folha de pagamento,3188.77,Folha de pagamento - #5648
04/01/2024  08:09:48,Folha de pagamento,4117.81,Folha de pagamento - #7801
06/01/2024  17:02:24,Embalagem,3748.92,Embalagem - #4129
07/01/2024  00:46:37,Folha de pagamento,1796.89,Folha de pagamento - #4907
07/01/2024  13:21:51,Aluguel,3726.06,Aluguel - #7586
11/01/2024  02:53:29,Fretes,1834.84,Fretes - #5750
11/01/2024  12:36:00,Folha de pagamento,2385.8,Folha de pagamento - #9444
12/01/2024  10:43:19,Materiais de Escritório,2513.8,Materiais de Escritório - #7563
12/01/2024  17:10:28,Folha de pagamento,3580.94,Folha de pagamento - #4991
13/01/2024  03:40:44,Folha de pagamento,2675.49,Folha de pagamento - #6886
15/01/2024  00:57:31,Folha de pagamento,3372.36,Folha de pagamento - #3438
16/01/2024  20:01:30,Serviços de terceiros,3294.83,Serviços de terceiros - #1750
19/01/2024  07:59:04,Folha de pagamento,4161.3,Folha de pagamento - #1604
21/01/2024  04:00:11,Folha de pagamento,2119.17,Folha de pagamento - #1818
21/01/2024  21:33:29,Folha de pagamento,2972.02,Folha de pagamento - #9791
22/01/2024  18:34:08,Folha de pagamento,2227.91,Folha de pagamento - #6268
23/01/2024  15:07:36,Energia,3729.25,Energia - #9770
25/01/2024  02:34:14,Fretes,4092.71,Fretes - #1054
25/01/2024  15:30:27,Expedição,2795.78,Expedição - #7617
26/01/2024  06:48:02,Fretes,3384.77,Fretes - #3841
26/01/2024  23:02:25,Aluguel,2832.78,Aluguel - #2936
27/01/2024  03:29:39,Compras de equipamentos,2972.93,Compras de equipamentos - #3796
27/01/2024  14:01:02,Alimentação,2353.9,Alimentação - #6558
29/01/2024  20:28:47,Internet,2538.99,Internet - #4104
31/01/2024  20:05:23,Aluguel,2074.32,Aluguel - #9759
