Data,Tipo de Despesa,Valor,Descrição
01/08/2024  13:41:43,Devoluções e ressarcimento,2102.28,Devoluções e ressarcimento - #1849
01/08/2024  16:37:42,Folha de pagamento,4218.23,Folha de pagamento - #3369
02/08/2024  01:08:19,Folha de pagamento,4779.24,Folha de pagamento - #8140
03/08/2024  18:50:53,Embalagem,4889.29,Embalagem - #4172
03/08/2024  18:51:01,Folha de pagamento,5230.19,Folha de pagamento - #4696
05/08/2024  15:19:38,Serviços de terceiros,5182.48,Serviços de terceiros - #6618
05/08/2024  20:32:16,Compras de equipamentos,4387.14,Compras de equipamentos - #6822
07/08/2024  20:58:12,Folha de pagamento,4227.97,Folha de pagamento - #2120
08/08/2024  03:30:15,Fretes,3632.55,Fretes - #6583
10/08/2024  02:40:40,Folha de pagamento,2347.07,Folha de pagamento - #2584
11/08/2024  13:54:26,Fretes,3607.83,Fretes - #5489
13/08/2024  03:39:48,Fretes,3922.53,Fretes - #7735
14/08/2024  00:37:51,Aluguel,2896.42,Aluguel - #6477
14/08/2024  02:58:15,Materiais de Limpeza,4088.5,Materiais de Limpeza - #4225
17/08/2024  14:31:23,Folha de pagamento,4305.1,Folha de pagamento - #9474
17/08/2024  17:54:03,Aluguel,4009.33,Aluguel - #7915
18/08/2024  14:20:00,Materiais de Escritório,2004.36,Materiais de Escritório - #7420
19/08/2024  03:05:03,Embalagem,4419.88,Embalagem - #1546
19/08/2024  06:06:06,Alimentação,4805.03,Alimentação - #1201
20/08/2024  21:39:00,Folha de pagamento,4443.51,Folha de pagamento - #8428
21/08/2024  11:19:37,Segurança e Monitoramento,2057.12,Segurança e Monitoramento - #9866
22/08/2024  01:35:03,Aluguel,2560.28,Aluguel - #5831
24/08/2024  19:28:11,Sistemas,2886.45,Sistemas - #4983
25/08/2024  19:39:28,Manutenção predial,2620.5,Manutenção predial - #2567
26/08/2024  13:56:39,Energia,2401.5,Energia - #2659
26/08/2024  14:03:19,Aluguel,3971.42,Aluguel - #8075
27/08/2024  10:33:50,Fretes,2543.61,Fretes - #4878
29/08/2024  22:04:50,Energia,4199.88,Energia - #3089
29/08/2024  23:14:03,Serviços de terceiros,3981.5,Serviços de terceiros - #5553
31/08/2024  21:50:01,Folha de pagamento,5062.81,Folha de pagamento - #8439
