Data;Tipo de Despesa;Valor;Descrição
31/01/2025 11:02;Devoluções e ressarcimento;34974;Devoluções e ressarcimento - pagamento referente a Jan 2025
15/01/2025 10:00;Segurança e Monitoramento;25435;Segurança e Monitoramento - pagamento referente a Jan 2025
18/01/2025 19:16;Materiais de Escritório;27962;Materiais de Escritório - pagamento referente a Jan 2025
02/01/2025 08:58;Materiais de Escritório;2854;Materiais de Escritório - pagamento referente a Jan 2025
10/01/2025 02:40;Sistemas;61935;Sistemas - pagamento referente a Jan 2025
24/01/2025 07:44;Energia;253305;Energia - pagamento referente a Jan 2025
08/01/2025 03:30;Embalagem;5471;Embalagem - pagamento referente a Jan 2025
25/01/2025 08:43;Expedição;52172;Expedição - pagamento referente a Jan 2025
25/01/2025 01:56;Alimentação;11302;Alimentação - pagamento referente a Jan 2025
07/01/2025 02:52;Materiais de Limpeza;19481;Materiais de Limpeza - pagamento referente a Jan 2025
06/01/2025 17:12;Manutenção predial;3224;Manutenção predial - pagamento referente a Jan 2025
01/01/2025 15:27;Aluguel;145795;Aluguel - pagamento referente a Jan 2025
04/01/2025 08:36;Devoluções e ressarcimento;60895;Devoluções e ressarcimento - pagamento referente a Jan 2025
01/01/2025 06:52;Serviços de terceiros;40107;Serviços de terceiros - pagamento referente a Jan 2025
15/01/2025 00:14;Aluguel;229091;Aluguel - pagamento referente a Jan 2025
07/01/2025 21:01;Manutenção de equipamento;17396;Manutenção de equipamento - pagamento referente a Jan 2025
30/01/2025 07:12;Embalagem;41565;Embalagem - pagamento referente a Jan 2025
17/01/2025 14:31;Compras de equipamentos;30854;Compras de equipamentos - pagamento referente a Jan 2025
11/01/2025 02:56;Aluguel;108096;Aluguel - pagamento referente a Jan 2025
03/01/2025 18:08;Energia;295401;Energia - pagamento referente a Jan 2025
22/01/2025 20:03;Embalagem;17819;Embalagem - pagamento referente a Jan 2025
10/01/2025 22:14;Devoluções e ressarcimento;50;Devoluções e ressarcimento - pagamento referente a Jan 2025
29/01/2025 16:46;Água;225572;Água - pagamento referente a Jan 2025
22/01/2025 21:38;Internet;254417;Internet - pagamento referente a Jan 2025
29/01/2025 22:45;Segurança e Monitoramento;234939;Segurança e Monitoramento - pagamento referente a Jan 2025
19/01/2025 20:59;Água;295529;Água - pagamento referente a Jan 2025
04/01/2025 14:23;Segurança e Monitoramento;99809;Segurança e Monitoramento - pagamento referente a Jan 2025
29/01/2025 14:00;Materiais de Limpeza;38692;Materiais de Limpeza - pagamento referente a Jan 2025
05/01/2025 08:59;Alimentação;57713;Alimentação - pagamento referente a Jan 2025
14/01/2025 13:17;Manutenção de equipamento;13107;Manutenção de equipamento - pagamento referente a Jan 2025
