Data;Categoria;Receita;Canal de Venda
19/06/2025 11:08;Roupas;52043;Loja Física
04/06/2025 09:05;Produtos Eletrônicos;22918;Loja Física
28/06/2025 13:51;Acessórios;19983;Loja Física
24/06/2025 15:05;Beleza;41367;Loja Física
10/06/2025 22:24;Esportes;54513;Loja Física
23/06/2025 23:03;Esportes;50;Marketplace
24/06/2025 18:59;Beleza;5342;Marketplace
23/06/2025 02:06;Beleza;40082;Marketplace
04/06/2025 21:08;Casa & Cozinha;2859;Distribuidor
05/06/2025 09:53;Calçados;22596;Distribuidor
17/06/2025 22:07;Esportes;50;Distribuidor
15/06/2025 04:38;Acessórios;88241;Distribuidor
18/06/2025 06:54;Calçados;31318;Loja Física
24/06/2025 23:24;Beleza;7952;Distribuidor
05/06/2025 22:13;Beleza;80123;Marketplace
08/06/2025 23:16;Calçados;79357;Distribuidor
08/06/2025 07:13;Esportes;41585;Distribuidor
19/06/2025 23:00;Produtos Eletrônicos;50;Distribuidor
28/06/2025 15:46;Roupas;50;Distribuidor
17/06/2025 21:38;Acessórios;50;Marketplace
28/06/2025 07:59;Esportes;7767;Distribuidor
19/06/2025 15:40;Acessórios;16445;Loja Física
22/06/2025 22:02;Roupas;40391;Loja Física
30/06/2025 05:01;Calçados;74903;Loja Física
06/06/2025 10:57;Esportes;44564;Loja Física
13/06/2025 00:34;Calçados;24792;Loja Física
25/06/2025 11:51;Esportes;1297;Marketplace
03/06/2025 20:21;Beleza;43332;Distribuidor
