Data;Categoria;Receita;Canal de Venda
03/07/2024 06:46;Calçados;60377;Distribuidor
16/07/2024 10:38;Casa & Cozinha;16831;Marketplace
19/07/2024 16:14;Esportes;25005;Loja Física
15/07/2024 14:19;Acessórios;2685;Loja Física
28/07/2024 13:23;Roupas;33837;Marketplace
15/07/2024 17:10;Roupas;30452;Marketplace
11/07/2024 22:07;Calçados;38676;Marketplace
03/07/2024 10:03;Beleza;29202;Marketplace
22/07/2024 04:51;Beleza;15302;Loja Física
14/07/2024 14:18;Esportes;9212;Distribuidor
30/07/2024 21:23;Acessórios;32228;Distribuidor
13/07/2024 19:53;Calçados;32605;Loja Física
30/07/2024 00:25;Calçados;46997;Marketplace
09/07/2024 11:11;Casa & Cozinha;63862;Distribuidor
23/07/2024 21:50;Acessórios;40607;Marketplace
10/07/2024 11:22;Calçados;5336;Distribuidor
22/07/2024 21:05;Calçados;50;Marketplace
04/07/2024 01:20;Acessórios;383;Loja Física
06/07/2024 08:14;Roupas;31844;Loja Física
24/07/2024 17:32;Beleza;52875;Distribuidor
07/07/2024 00:05;Esportes;26915;Loja Física
10/07/2024 15:57;Esportes;36891;Distribuidor
18/07/2024 09:11;Esportes;34048;Distribuidor
31/07/2024 05:39;Acessórios;1440;Distribuidor
02/07/2024 21:20;Acessórios;27634;Loja Física
05/07/2024 21:35;Roupas;2551;Marketplace
31/07/2024 14:59;Acessórios;35597;Marketplace
25/07/2024 01:09;Roupas;24603;Loja Física
