Data;Categoria;Receita;Canal de Venda
08/09/2024 09:29;Casa & Cozinha;52741;Loja Física
09/09/2024 04:01;Esportes;39769;Loja Física
19/09/2024 15:13;Esportes;25322;Distribuidor
10/09/2024 18:25;Acessórios;28683;Distribuidor
21/09/2024 05:16;Casa & Cozinha;20676;Marketplace
27/09/2024 17:13;Roupas;35358;Marketplace
24/09/2024 15:50;Produtos Eletrônicos;50;Marketplace
28/09/2024 13:59;Beleza;44245;Distribuidor
24/09/2024 02:45;Casa & Cozinha;36853;Marketplace
08/09/2024 04:47;Esportes;45742;Loja Física
14/09/2024 20:57;Acessórios;11451;Marketplace
12/09/2024 13:12;Beleza;55345;Marketplace
28/09/2024 13:26;Esportes;34674;Marketplace
15/09/2024 08:59;Casa & Cozinha;5721;Distribuidor
29/09/2024 11:42;Produtos Eletrônicos;50697;Loja Física
11/09/2024 19:19;Produtos Eletrônicos;14959;Loja Física
21/09/2024 06:54;Roupas;29551;Loja Física
02/09/2024 16:12;Calçados;50;Marketplace
13/09/2024 07:07;Acessórios;56979;Marketplace
16/09/2024 13:13;Esportes;45485;Marketplace
22/09/2024 17:20;Calçados;3215;Loja Física
22/09/2024 17:11;Esportes;668;Marketplace
09/09/2024 19:32;Beleza;25264;Distribuidor
17/09/2024 21:21;Casa & Cozinha;105306;Loja Física
19/09/2024 10:17;Casa & Cozinha;42507;Distribuidor
06/09/2024 00:40;Casa & Cozinha;26369;Marketplace
21/09/2024 09:32;Roupas;43335;Loja Física
