Data;Categoria;Receita;Canal de Venda
12/05/2025 15:25;Calçados;30911;Loja Física
13/05/2025 18:10;Esportes;55751;Loja Física
15/05/2025 20:12;Esportes;35746;Loja Física
08/05/2025 16:05;Beleza;46369;Loja Física
03/05/2025 05:37;Esportes;12822;Marketplace
20/05/2025 17:09;Beleza;41574;Marketplace
31/05/2025 08:49;Esportes;86733;Distribuidor
19/05/2025 02:26;Produtos Eletrônicos;24976;Marketplace
25/05/2025 12:27;Produtos Eletrônicos;47824;Loja Física
10/05/2025 05:46;Acessórios;65694;Loja Física
13/05/2025 17:38;Produtos Eletrônicos;5086;Loja Física
05/05/2025 22:30;Acessórios;51295;Marketplace
15/05/2025 13:32;Beleza;41328;Loja Física
12/05/2025 16:45;Beleza;11136;Distribuidor
24/05/2025 11:24;Roupas;4640;Distribuidor
09/05/2025 12:29;Calçados;50;Loja Física
03/05/2025 11:25;Acessórios;41992;Loja Física
12/05/2025 22:03;Calçados;50;Loja Física
06/05/2025 19:15;Roupas;16079;Distribuidor
01/05/2025 00:55;Beleza;11681;Distribuidor
24/05/2025 07:15;Produtos Eletrônicos;37292;Loja Física
25/05/2025 04:52;Calçados;31823;Marketplace
