Data,Categoria,Receita,Canal de Venda
01/03/2025  19:45:34,Vendas Online,5251.87,Loja Física SP
01/03/2025  23:46:08,Assinaturas,4527.57,Marketplace C
02/03/2025  00:01:09,Marketplace,3335.75,Marketplace C
04/03/2025  22:51:08,Serviços,5369.01,Site SP
05/03/2025  20:24:46,Vendas Presencial,3067.73,Loja Física SP
06/03/2025  07:41:57,Vendas Presencial,4912.31,Marketplace C
07/03/2025  17:53:15,Assinaturas,3842.05,Marketplace C
07/03/2025  19:41:25,Vendas Online,4270.84,Loja Física SP
09/03/2025  05:05:04,Assinaturas,3489.17,Marketplace C
11/03/2025  05:36:27,Vendas Presencial,4890.97,Loja Física SP
14/03/2025  00:40:49,Serviços,4029.6,Marketplace A
14/03/2025  02:31:40,Vendas Online,3598.68,Marketplace A
21/03/2025  18:50:25,Marketplace,3717.64,Marketplace A
21/03/2025  18:55:06,Vendas Online,4905.6,Loja Física SP
22/03/2025  01:17:05,Vendas Presencial,5338.91,Site SP
29/03/2025  10:33:10,Assinaturas,5109.69,Marketplace A
29/03/2025  13:43:15,Vendas Online,5096.93,Loja Física SP
30/03/2025  06:25:06,Assinaturas,4565.62,Site SP
30/03/2025  19:07:06,Vendas Presencial,4149.65,Marketplace C
31/03/2025  10:13:05,Vendas Online,4937.41,Site SP
