Data,Categoria,Receita,Canal de Venda
01/11/2024  18:36:36,Assinaturas,4071.86,Marketplace C
02/11/2024  03:15:25,Assinaturas,6522.25,Marketplace C
04/11/2024  02:07:31,Serviços,6717.55,Marketplace A
04/11/2024  04:20:48,Serviços,4049.06,Site SP
07/11/2024  23:12:47,Vendas Online,6795.02,Marketplace C
10/11/2024  22:59:12,Serviços,6358.67,Loja Física SP
12/11/2024  12:25:04,Serviços,3719.26,Marketplace C
12/11/2024  15:11:03,Vendas Online,6755.42,Marketplace C
13/11/2024  15:41:44,Assinaturas,4890.64,Marketplace C
13/11/2024  22:01:25,Serviços,5175.64,Loja Física SP
14/11/2024  21:53:10,Vendas Online,6097.03,Site SP
15/11/2024  22:30:18,Vendas Presencial,6491.66,Marketplace A
19/11/2024  04:06:20,Vendas Online,4996.55,Marketplace A
19/11/2024  13:09:40,Assinaturas,6238.64,Marketplace A
21/11/2024  20:28:23,Vendas Online,6375.54,Site SP
23/11/2024  19:11:41,Assinaturas,6067.77,Site SP
23/11/2024  23:06:50,Serviços,3588.42,Marketplace A
24/11/2024  18:06:43,Vendas Presencial,4303.27,Loja Física SP
25/11/2024  14:55:52,Assinaturas,4563.32,Marketplace C
28/11/2024  22:19:29,Vendas Presencial,6030.43,Marketplace A
