Data;Categoria;Receita;Canal de Venda
07/03/2024 23:02;Calçados;21191;Distribuidor
29/03/2024 16:09;Roupas;40292;Loja Física
02/03/2024 10:22;Esportes;47684;Distribuidor
04/03/2024 11:50;Esportes;562;Marketplace
13/03/2024 20:34;Acessórios;57954;Distribuidor
28/03/2024 16:07;Roupas;10138;Marketplace
27/03/2024 09:13;Roupas;57567;Marketplace
25/03/2024 03:52;Beleza;34235;Marketplace
23/03/2024 10:45;Roupas;10554;Loja Física
29/03/2024 10:29;Esportes;37045;Loja Física
24/03/2024 16:19;Roupas;46635;Marketplace
20/03/2024 12:11;Produtos Eletrônicos;1237;Loja Física
07/03/2024 00:40;Beleza;23248;Loja Física
09/03/2024 02:19;Casa & Cozinha;31608;Distribuidor
01/03/2024 06:36;Roupas;29145;Loja Física
07/03/2024 10:53;Beleza;17303;Loja Física
03/03/2024 04:17;Produtos Eletrônicos;50;Loja Física
30/03/2024 02:28;Produtos Eletrônicos;3148;Loja Física
13/03/2024 23:36;Produtos Eletrônicos;50;Marketplace
19/03/2024 23:43;Casa & Cozinha;41194;Distribuidor
30/03/2024 15:51;Beleza;49062;Marketplace
16/03/2024 04:40;Esportes;50;Distribuidor
30/03/2024 23:03;Casa & Cozinha;50;Loja Física
22/03/2024 19:55;Roupas;32067;Loja Física
11/03/2024 00:07;Roupas;42383;Loja Física
03/03/2024 15:56;Roupas;34814;Loja Física
