Data,Categoria,Receita,Canal de Venda
01/07/2024  00:43:11,Assinaturas,5704.53,Loja Física SP
02/07/2024  00:52:29,Serviços,3875.63,Marketplace C
02/07/2024  05:47:34,Serviços,3705.26,Site SP
03/07/2024  19:40:19,Vendas Presencial,4249.33,Marketplace A
06/07/2024  22:00:07,Assinaturas,6485.27,Marketplace C
08/07/2024  17:27:58,Serviços,5649.51,Loja Física SP
10/07/2024  02:25:44,Vendas Online,5652.98,Marketplace A
11/07/2024  06:29:38,Marketplace,6007.55,Site SP
20/07/2024  08:53:43,Assinaturas,5942.04,Marketplace C
20/07/2024  16:51:20,Marketplace,4006.77,Marketplace C
21/07/2024  05:00:03,Assinaturas,3742.67,Marketplace C
24/07/2024  17:17:56,Assinaturas,5769.74,Marketplace A
25/07/2024  08:43:58,Marketplace,5603.38,Marketplace A
25/07/2024  12:34:05,Vendas Online,5259.79,Site SP
25/07/2024  22:28:17,Vendas Presencial,6412.87,Marketplace C
27/07/2024  12:52:38,Marketplace,5457.86,Loja Física SP
27/07/2024  20:13:37,Serviços,6961.26,Marketplace C
29/07/2024  21:28:43,Vendas Online,6715.88,Marketplace C
30/07/2024  06:28:00,Vendas Presencial,4155.39,Site SP
30/07/2024  22:08:41,Vendas Online,4094.29,Loja Física SP
