Data,Categoria,Receita,Canal de Venda
01/04/2024  20:57:38,Vendas Online,6075.61,Site SP
04/04/2024  05:15:33,Vendas Presencial,4726.56,Loja Física SP
06/04/2024  21:37:52,Marketplace,3903.7,Marketplace C
07/04/2024  05:58:28,Marketplace,4112.71,Loja Física SP
09/04/2024  14:26:16,Serviços,3693.68,Site SP
10/04/2024  02:59:52,Vendas Presencial,6260.25,Marketplace C
10/04/2024  20:44:23,Vendas Online,6416.34,Marketplace A
12/04/2024  13:38:46,Serviços,5262.9,Marketplace C
13/04/2024  06:40:19,Marketplace,4105.61,Site SP
15/04/2024  22:01:48,Vendas Online,4617.21,Marketplace A
16/04/2024  17:23:44,Vendas Online,5761.69,Marketplace C
16/04/2024  23:26:59,Marketplace,6001.55,Loja Física SP
18/04/2024  13:30:43,Vendas Presencial,6420.93,Marketplace C
21/04/2024  14:50:41,Vendas Presencial,5807.84,Site SP
23/04/2024  21:15:16,Serviços,6476.53,Loja Física SP
26/04/2024  01:17:55,Vendas Online,3728.04,Loja Física SP
26/04/2024  10:28:30,Vendas Presencial,3801.12,Marketplace C
28/04/2024  14:24:00,Assinaturas,4158.32,Marketplace C
29/04/2024  03:52:10,Marketplace,4415.69,Site SP
29/04/2024  04:23:30,Marketplace,5055.72,Marketplace C
