Data;Categoria;Receita;Canal de Venda
21/06/2024 11:18;Calçados;61558;Loja Física
20/06/2024 05:36;Esportes;12181;Marketplace
03/06/2024 15:37;Produtos Eletrônicos;25779;Loja Física
04/06/2024 14:29;Acessórios;15056;Loja Física
08/06/2024 09:38;Esportes;34671;Distribuidor
19/06/2024 15:53;Roupas;15318;Marketplace
29/06/2024 07:46;Casa & Cozinha;50;Distribuidor
11/06/2024 19:51;Esportes;69359;Loja Física
11/06/2024 13:12;Beleza;24095;Loja Física
02/06/2024 22:36;Roupas;70681;Marketplace
16/06/2024 05:10;Produtos Eletrônicos;68695;Marketplace
13/06/2024 11:08;Beleza;43236;Marketplace
08/06/2024 03:20;Produtos Eletrônicos;9762;Marketplace
24/06/2024 13:55;Calçados;82103;Marketplace
06/06/2024 00:31;Produtos Eletrônicos;3181;Marketplace
02/06/2024 03:47;Casa & Cozinha;47811;Marketplace
07/06/2024 03:50;Beleza;52869;Loja Física
03/06/2024 13:54;Calçados;50;Marketplace
05/06/2024 06:59;Calçados;32957;Marketplace
21/06/2024 11:17;Roupas;31046;Marketplace
