Data;Categoria;Receita;Canal de Venda
27/04/2024 13:09;Esportes;63893;Distribuidor
05/04/2024 02:08;Esportes;4503;Loja Física
15/04/2024 17:18;Casa & Cozinha;41634;Distribuidor
11/04/2024 17:06;Calçados;74959;Marketplace
26/04/2024 00:48;Beleza;50467;Marketplace
22/04/2024 21:04;Beleza;52061;Distribuidor
30/04/2024 11:05;Produtos Eletrônicos;54719;Distribuidor
27/04/2024 19:49;Calçados;19264;Loja Física
17/04/2024 12:54;Esportes;21965;Loja Física
08/04/2024 05:27;Produtos Eletrônicos;58497;Distribuidor
26/04/2024 10:34;Acessórios;50;Marketplace
16/04/2024 23:15;Casa & Cozinha;9215;Loja Física
19/04/2024 21:19;Calçados;14555;Distribuidor
27/04/2024 15:07;Casa & Cozinha;13965;Loja Física
05/04/2024 23:56;Beleza;40857;Loja Física
23/04/2024 17:52;Produtos Eletrônicos;7077;Loja Física
28/04/2024 00:15;Beleza;40166;Distribuidor
14/04/2024 17:52;Calçados;53658;Loja Física
10/04/2024 12:04;Produtos Eletrônicos;55921;Distribuidor
02/04/2024 11:57;Produtos Eletrônicos;20312;Marketplace
16/04/2024 04:12;Calçados;30581;Loja Física
13/04/2024 20:20;Calçados;79501;Loja Física
28/04/2024 14:57;Beleza;40279;Distribuidor
15/04/2024 06:13;Roupas;9687;Loja Física
27/04/2024 04:56;Esportes;31629;Distribuidor
13/04/2024 13:34;Beleza;4379;Marketplace
16/04/2024 20:42;Produtos Eletrônicos;60744;Marketplace
30/04/2024 13:39;Calçados;25509;Distribuidor
05/04/2024 04:00;Beleza;28089;Marketplace
