Data,Categoria,Receita,Canal de Venda
02/02/2025  10:05:19,Vendas Online,3355.12,Marketplace C
02/02/2025  22:49:43,Assinaturas,3693.23,Marketplace A
03/02/2025  02:11:45,Assinaturas,3770.75,Marketplace C
03/02/2025  20:05:45,Vendas Presencial,4617.77,Marketplace A
04/02/2025  00:09:49,Marketplace,3068.51,Site SP
04/02/2025  18:31:02,Marketplace,4719.16,Marketplace C
06/02/2025  02:17:36,Marketplace,5059.42,Marketplace C
07/02/2025  19:38:04,Vendas Presencial,4440.28,Loja Física SP
11/02/2025  13:57:47,Serviços,3441.26,Site SP
12/02/2025  16:54:39,Marketplace,3655.67,Marketplace C
13/02/2025  13:54:39,Vendas Presencial,2973.59,Loja Física SP
15/02/2025  04:21:18,Marketplace,2961.16,Loja Física SP
16/02/2025  03:29:20,Vendas Presencial,4600.26,Marketplace C
16/02/2025  08:48:56,Assinaturas,4469.44,Marketplace A
17/02/2025  04:01:37,Assinaturas,3192.6,Loja Física SP
19/02/2025  01:18:10,Vendas Presencial,3104.48,Loja Física SP
19/02/2025  18:02:36,Assinaturas,5263.16,Site SP
25/02/2025  09:25:32,Vendas Presencial,5194.28,Marketplace C
25/02/2025  12:46:22,Vendas Presencial,4742.95,Site SP
26/02/2025  21:41:09,Vendas Presencial,5318.91,Marketplace C
