Data;Categoria;Receita;Canal de Venda
12/12/2024 21:33;Casa & Cozinha;21421;Distribuidor
04/12/2024 01:48;Produtos Eletrônicos;28177;Loja Física
31/12/2024 02:05;Roupas;50;Loja Física
01/12/2024 08:57;Casa & Cozinha;3325;Marketplace
24/12/2024 07:06;Casa & Cozinha;34434;Distribuidor
23/12/2024 12:28;Acessórios;35916;Distribuidor
10/12/2024 09:42;Esportes;80149;Distribuidor
28/12/2024 09:46;Roupas;43385;Loja Física
10/12/2024 06:05;Casa & Cozinha;10539;Loja Física
24/12/2024 13:32;Beleza;41193;Marketplace
29/12/2024 04:30;Calçados;25439;Marketplace
21/12/2024 22:51;Casa & Cozinha;22375;Loja Física
01/12/2024 17:37;Acessórios;24384;Loja Física
22/12/2024 20:09;Casa & Cozinha;20995;Marketplace
17/12/2024 10:48;Acessórios;50;Marketplace
10/12/2024 18:47;Calçados;22324;Loja Física
22/12/2024 17:54;Acessórios;9957;Loja Física
03/12/2024 01:34;Calçados;67933;Distribuidor
25/12/2024 05:27;Calçados;15207;Marketplace
20/12/2024 19:41;Beleza;41957;Loja Física
14/12/2024 12:56;Beleza;60759;Distribuidor
27/12/2024 11:16;Casa & Cozinha;53696;Loja Física
24/12/2024 23:56;Casa & Cozinha;5638;Distribuidor
08/12/2024 23:37;Beleza;33642;Distribuidor
14/12/2024 13:05;Produtos Eletrônicos;30163;Loja Física
19/12/2024 21:08;Calçados;50;Distribuidor
29/12/2024 20:25;Acessórios;57364;Loja Física
07/12/2024 11:29;Acessórios;78567;Distribuidor
