Data;Categoria;Receita;Canal de Venda
14/11/2024 00:07;Acessórios;8385;Distribuidor
19/11/2024 07:12;Casa & Cozinha;22113;Loja Física
27/11/2024 00:44;Esportes;9128;Marketplace
01/11/2024 03:47;Calçados;37842;Marketplace
11/11/2024 05:13;Produtos Eletrônicos;54939;Distribuidor
07/11/2024 15:41;Beleza;5701;Marketplace
22/11/2024 22:43;Esportes;39034;Loja Física
15/11/2024 21:28;Esportes;2668;Loja Física
10/11/2024 19:52;Roupas;49629;Distribuidor
03/11/2024 09:49;Acessórios;69424;Loja Física
02/11/2024 10:00;Beleza;44476;Distribuidor
18/11/2024 00:00;Produtos Eletrônicos;46092;Marketplace
12/11/2024 08:37;Esportes;64859;Distribuidor
10/11/2024 18:03;Produtos Eletrônicos;17805;Marketplace
20/11/2024 23:35;Produtos Eletrônicos;26093;Loja Física
14/11/2024 13:54;Beleza;16941;Distribuidor
20/11/2024 08:55;Produtos Eletrônicos;28182;Loja Física
15/11/2024 21:46;Esportes;19122;Loja Física
23/11/2024 14:31;Produtos Eletrônicos;45321;Loja Física
06/11/2024 20:30;Beleza;4275;Loja Física
17/11/2024 03:32;Calçados;26453;Marketplace
26/11/2024 05:53;Produtos Eletrônicos;37211;Marketplace
14/11/2024 22:19;Casa & Cozinha;44933;Distribuidor
03/11/2024 04:08;Acessórios;8351;Marketplace
14/11/2024 20:54;Casa & Cozinha;1454;Marketplace
28/11/2024 21:47;Beleza;50;Loja Física
