Data,Categoria,Receita,Canal de Venda
01/12/2024  23:40:36,Assinaturas,5713.33,Marketplace A
03/12/2024  16:32:57,Vendas Presencial,6384.01,Loja Física SP
04/12/2024  06:18:02,Vendas Presencial,6429.1,Loja Física SP
04/12/2024  15:00:09,Marketplace,5966.76,Marketplace A
08/12/2024  05:04:23,Vendas Presencial,5556.14,Marketplace C
10/12/2024  09:30:18,Marketplace,6253.17,Marketplace A
12/12/2024  00:06:27,Assinaturas,5690.64,Marketplace A
12/12/2024  00:39:29,Marketplace,5725.6,Marketplace C
12/12/2024  03:00:22,Vendas Presencial,4071.6,Loja Física SP
12/12/2024  03:21:58,Vendas Presencial,5289.13,Site SP
12/12/2024  23:27:00,Marketplace,5259.96,Marketplace A
14/12/2024  15:35:31,Vendas Presencial,4985.53,Marketplace C
14/12/2024  23:21:57,Vendas Online,5479.7,Marketplace A
15/12/2024  21:53:28,Vendas Presencial,5265.92,Marketplace A
16/12/2024  12:23:19,Marketplace,6153.19,Loja Física SP
22/12/2024  06:30:42,Marketplace,6158.42,Site SP
29/12/2024  05:34:51,Marketplace,5000.58,Site SP
30/12/2024  09:59:59,Serviços,5609.41,Site SP
30/12/2024  14:57:39,Assinaturas,5571.55,Site SP
31/12/2024  01:27:31,Assinaturas,4599.26,Marketplace A
