Data;Categoria;Receita;Canal de Venda
08/02/2025 19:50;Casa & Cozinha;32048;Marketplace
17/02/2025 08:22;Calçados;45611;Distribuidor
27/02/2025 10:33;Acessórios;18854;Marketplace
02/02/2025 12:20;Esportes;23963;Distribuidor
15/02/2025 16:21;Acessórios;4254;Marketplace
20/02/2025 03:21;Beleza;10069;Marketplace
21/02/2025 14:37;Produtos Eletrônicos;48801;Marketplace
21/02/2025 11:19;Casa & Cozinha;6047;Marketplace
20/02/2025 14:11;Acessórios;50;Marketplace
12/02/2025 00:33;Beleza;36005;Distribuidor
05/02/2025 15:19;Roupas;20785;Loja Física
15/02/2025 12:29;Calçados;10602;Distribuidor
02/02/2025 04:19;Calçados;55247;Distribuidor
03/02/2025 04:03;Esportes;1566;Loja Física
26/02/2025 06:57;Acessórios;63638;Distribuidor
04/02/2025 00:38;Produtos Eletrônicos;40042;Distribuidor
25/02/2025 19:39;Esportes;41089;Marketplace
28/02/2025 12:25;Casa & Cozinha;53493;Loja Física
04/02/2025 21:03;Produtos Eletrônicos;71734;Loja Física
02/02/2025 09:39;Calçados;64137;Marketplace
