Data;Categoria;Receita;Canal de Venda
09/09/2025 15:42;Roupas;72131;Distribuidor
29/09/2025 14:52;Roupas;38216;Loja Física
16/09/2025 04:15;Casa & Cozinha;6730;Distribuidor
05/09/2025 07:49;Roupas;8884;Marketplace
30/09/2025 02:57;Casa & Cozinha;35792;Marketplace
06/09/2025 13:33;Casa & Cozinha;2376;Marketplace
09/09/2025 20:34;Produtos Eletrônicos;50495;Marketplace
16/09/2025 05:07;Produtos Eletrônicos;50;Loja Física
20/09/2025 03:24;Produtos Eletrônicos;7044;Marketplace
04/09/2025 17:18;Casa & Cozinha;39957;Loja Física
27/09/2025 00:48;Beleza;43509;Marketplace
18/09/2025 23:52;Esportes;17257;Distribuidor
05/09/2025 00:58;Produtos Eletrônicos;41119;Marketplace
10/09/2025 19:52;Roupas;25093;Marketplace
14/09/2025 12:09;Beleza;31044;Loja Física
08/09/2025 21:24;Beleza;43395;Marketplace
03/09/2025 06:08;Esportes;21957;Distribuidor
12/09/2025 02:39;Produtos Eletrônicos;22881;Loja Física
21/09/2025 19:00;Produtos Eletrônicos;77689;Marketplace
22/09/2025 13:09;Beleza;39272;Distribuidor
