Data,Categoria,Receita,Canal de Venda
04/01/2025  23:33:08,Vendas Online,6005.27,Site SP
05/01/2025  02:27:15,Assinaturas,6063.98,Loja Física SP
05/01/2025  07:49:05,Marketplace,4871.95,Marketplace A
05/01/2025  15:05:31,Vendas Presencial,7282.84,Loja Física SP
05/01/2025  15:48:36,Assinaturas,4649.33,Marketplace A
06/01/2025  05:12:36,Assinaturas,7317.83,Marketplace A
08/01/2025  23:17:11,Marketplace,6030.77,Site SP
10/01/2025  10:03:40,Vendas Online,4751.61,Marketplace C
10/01/2025  10:30:09,Vendas Presencial,4169.6,Site SP
13/01/2025  12:01:07,Vendas Online,7254.13,Site SP
15/01/2025  07:46:46,Assinaturas,3867.66,Marketplace C
18/01/2025  21:55:49,Serviços,7143.15,Site SP
18/01/2025  22:17:40,Serviços,6982.39,Site SP
18/01/2025  23:52:21,Vendas Online,6929.6,Marketplace A
19/01/2025  20:51:54,Assinaturas,6890.6,Marketplace A
21/01/2025  09:01:19,Vendas Presencial,4450.47,Marketplace A
24/01/2025  23:44:24,Marketplace,4699.79,Marketplace A
27/01/2025  12:43:38,Vendas Presencial,4105.51,Site SP
27/01/2025  14:14:20,Marketplace,4167.25,Marketplace A
31/01/2025  20:38:00,Vendas Online,7159.27,Site SP
