Data,Categoria,Receita,Canal de Venda
04/09/2025  02:11:46,Vendas Online,3543.95,Marketplace A
04/09/2025  11:58:16,Serviços,5490.31,Site SP
06/09/2025  14:02:17,Serviços,6158.93,Marketplace A
07/09/2025  16:09:46,Marketplace,4155.01,Site SP
09/09/2025  17:22:07,Marketplace,5082.13,Loja Física SP
11/09/2025  18:40:01,Vendas Presencial,4618.02,Site SP
11/09/2025  21:54:57,Marketplace,7040.93,Marketplace A
12/09/2025  00:39:57,Vendas Presencial,5885.49,Marketplace A
13/09/2025  01:44:45,Marketplace,4751.21,Marketplace C
15/09/2025  20:45:03,Marketplace,4277.56,Site SP
19/09/2025  22:05:36,Assinaturas,5377.88,Site SP
20/09/2025  08:02:41,Marketplace,5058.63,Loja Física SP
20/09/2025  20:29:31,Vendas Presencial,4812.91,Loja Física SP
21/09/2025  01:36:52,Vendas Online,3613.31,Loja Física SP
22/09/2025  12:26:53,Vendas Online,4872.01,Site SP
23/09/2025  16:26:11,Vendas Online,3561.78,Marketplace C
24/09/2025  20:48:34,Vendas Online,5166.69,Site SP
28/09/2025  04:05:26,Vendas Online,6091.49,Site SP
28/09/2025  17:17:54,Vendas Presencial,5496.97,Site SP
29/09/2025  18:46:23,Serviços,6834.79,Site SP
