Data,Categoria,Receita,Canal de Venda
01/08/2025  07:40:49,Vendas Presencial,7085.37,Site SP
01/08/2025  23:53:34,Serviços,4496.02,Marketplace A
02/08/2025  16:13:23,Serviços,6514.87,Marketplace A
03/08/2025  16:46:45,Assinaturas,6413.28,Site SP
04/08/2025  23:37:50,Assinaturas,6130.65,Marketplace A
05/08/2025  23:56:17,Vendas Online,7836.7,Site SP
06/08/2025  17:25:55,Vendas Presencial,4163.22,Marketplace C
07/08/2025  03:16:41,Serviços,5491.3,Loja Física SP
07/08/2025  17:46:15,Vendas Online,4862.7,Site SP
09/08/2025  23:07:52,Assinaturas,4420.77,Loja Física SP
13/08/2025  00:31:46,Assinaturas,5385.84,Marketplace C
13/08/2025  09:27:05,Vendas Presencial,7088.88,Loja Física SP
17/08/2025  23:01:19,Marketplace,4065.63,Loja Física SP
18/08/2025  08:30:18,Serviços,5308.55,Marketplace A
19/08/2025  00:25:49,Vendas Presencial,4234.23,Loja Física SP
25/08/2025  17:45:06,Assinaturas,7031.46,Marketplace A
26/08/2025  05:58:23,Marketplace,5763.83,Loja Física SP
26/08/2025  15:02:10,Marketplace,6115.71,Marketplace C
27/08/2025  19:54:19,Marketplace,7765.12,Loja Física SP
28/08/2025  00:48:33,Vendas Online,7467.87,Loja Física SP
