Data,Categoria,Receita,Canal de Venda
02/02/2024  19:41:12,Serviços,4682.25,Marketplace A
05/02/2024  00:47:34,Serviços,4511.69,Marketplace C
06/02/2024  23:57:27,Assinaturas,4357.19,Marketplace A
07/02/2024  05:53:24,Marketplace,7489.88,Loja Física SP
10/02/2024  14:55:35,Vendas Online,7675.05,Marketplace A
10/02/2024  15:55:33,Marketplace,7502.56,Site SP
13/02/2024  11:00:18,Marketplace,5627.41,Marketplace C
14/02/2024  05:35:29,Serviços,7567.52,Marketplace A
16/02/2024  10:38:38,Serviços,7684.98,Site SP
19/02/2024  12:05:00,Assinaturas,6871.02,Marketplace C
20/02/2024  07:28:22,Vendas Online,5321.43,Marketplace C
21/02/2024  22:18:30,Marketplace,4339.43,Marketplace A
22/02/2024  11:25:09,Assinaturas,4459.97,Marketplace C
22/02/2024  17:07:19,Vendas Online,5598.12,Loja Física SP
22/02/2024  21:05:32,Assinaturas,6470.98,Marketplace A
23/02/2024  03:46:30,Vendas Online,6117.32,Marketplace A
24/02/2024  14:47:26,Assinaturas,5958.48,Marketplace C
26/02/2024  08:12:01,Vendas Online,6632.53,Loja Física SP
26/02/2024  18:46:58,Assinaturas,7746.17,Marketplace C
27/02/2024  18:38:05,Vendas Presencial,3982.02,Marketplace A
