Data,Categoria,Receita,Canal de Venda
01/05/2025  00:33:52,Vendas Presencial,3801.4,Marketplace B
06/05/2025  03:18:17,Vendas Presencial,2412.89,Loja Física MG
07/05/2025  02:11:08,Marketplace,2128.21,Site MG
07/05/2025  10:01:09,Vendas Online,2727.89,Site MG
09/05/2025  02:27:40,Vendas Presencial,2166.71,Marketplace B
10/05/2025  00:49:27,Marketplace,2068.37,Marketplace A
10/05/2025  11:26:16,Vendas Presencial,2150.27,Marketplace B
10/05/2025  15:34:00,Assinaturas,2891.46,Loja Física MG
10/05/2025  20:47:34,Marketplace,3175.89,Loja Física MG
16/05/2025  17:14:51,Vendas Online,2742.02,Loja Física MG
17/05/2025  05:01:02,Marketplace,2423.24,Marketplace B
17/05/2025  20:40:34,Marketplace,2376.02,Marketplace B
18/05/2025  14:08:44,Serviços,3422.75,Marketplace A
19/05/2025  19:29:40,Serviços,3434.26,Loja Física MG
21/05/2025  14:39:28,Marketplace,3791.18,Loja Física MG
23/05/2025  23:41:24,Assinaturas,3917.63,Marketplace A
24/05/2025  09:28:40,Vendas Presencial,2208.15,Marketplace A
26/05/2025  00:35:23,Vendas Presencial,3475.86,Loja Física MG
28/05/2025  15:29:55,Serviços,2456.64,Marketplace B
29/05/2025  17:27:25,Vendas Presencial,2991.16,Marketplace A
