Data;Categoria;Receita;Canal de Venda
14/04/2024 14:44;Calçados;35264;Loja Virtual
21/04/2024 06:16;Produtos Eletrônicos;29134;Marketplace
02/04/2024 07:18;Roupas;30422;Atacado
28/04/2024 14:04;Acessórios;14956;Loja Virtual
26/04/2024 20:37;Esportes;32144;Marketplace
30/04/2024 08:52;Produtos Eletrônicos;16211;Marketplace
02/04/2024 19:47;Esportes;81644;Marketplace
07/04/2024 08:35;Roupas;30143;Loja Virtual
16/04/2024 14:05;Produtos Eletrônicos;50;Loja Virtual
27/04/2024 00:42;Casa & Cozinha;20729;Loja Virtual
10/04/2024 22:25;Casa & Cozinha;57035;Atacado
01/04/2024 21:52;Casa & Cozinha;12449;Marketplace
25/04/2024 05:30;Beleza;37423;Loja Virtual
08/04/2024 21:53;Casa & Cozinha;50;Atacado
25/04/2024 15:40;Esportes;54303;Marketplace
27/04/2024 15:05;Roupas;2756;Loja Virtual
11/04/2024 10:42;Esportes;8555;Marketplace
14/04/2024 03:34;Beleza;7635;Marketplace
30/04/2024 08:11;Calçados;21028;Atacado
09/04/2024 10:07;Calçados;23463;Atacado
11/04/2024 13:44;Roupas;30874;Atacado
29/04/2024 22:31;Produtos Eletrônicos;50;Atacado
08/04/2024 05:35;Acessórios;38169;Marketplace
24/04/2024 10:38;Produtos Eletrônicos;3098;Marketplace
30/04/2024 09:28;Calçados;2131;Atacado
13/04/2024 17:02;Produtos Eletrônicos;8314;Loja Virtual
06/04/2024 09:38;Esportes;12234;Atacado
20/04/2024 07:45;Roupas;22983;Atacado
14/04/2024 01:12;Roupas;9574;Atacado
