Data;Categoria;Receita;Canal de Venda
21/02/2025 20:05;Casa & Cozinha;23581;Loja Virtual
27/02/2025 02:01;Acessórios;19737;Atacado
28/02/2025 10:59;Calçados;48734;Atacado
18/02/2025 07:06;Produtos Eletrônicos;1947;Marketplace
01/02/2025 12:54;Casa & Cozinha;8305;Atacado
04/02/2025 01:29;Acessórios;60431;Atacado
04/02/2025 04:06;Calçados;24574;Loja Virtual
23/02/2025 08:05;Acessórios;11164;Atacado
14/02/2025 23:25;Produtos Eletrônicos;11506;Loja Virtual
17/02/2025 01:43;Roupas;50;Marketplace
17/02/2025 07:26;Produtos Eletrônicos;27543;Marketplace
15/02/2025 04:05;Esportes;39014;Loja Virtual
23/02/2025 19:02;Esportes;17169;Loja Virtual
03/02/2025 05:51;Roupas;52163;Atacado
14/02/2025 22:57;Calçados;30127;Atacado
08/02/2025 02:12;Esportes;13797;Atacado
05/02/2025 02:45;Roupas;7227;Loja Virtual
27/02/2025 23:20;Calçados;10195;Loja Virtual
15/02/2025 09:29;Esportes;30537;Marketplace
04/02/2025 00:03;Esportes;48713;Marketplace
27/02/2025 12:04;Casa & Cozinha;50;Marketplace
11/02/2025 13:07;Roupas;25351;Marketplace
05/02/2025 06:52;Roupas;11718;Atacado
28/02/2025 23:46;Produtos Eletrônicos;6682;Marketplace
14/02/2025 21:08;Roupas;4476;Loja Virtual
03/02/2025 18:06;Acessórios;23247;Atacado
