Data;Categoria;Receita;Canal de Venda
18/12/2024 16:59;Esportes;37653;Atacado
15/12/2024 06:33;Roupas;25561;Loja Virtual
19/12/2024 22:32;Roupas;22734;Marketplace
14/12/2024 17:02;Roupas;21828;Atacado
01/12/2024 10:41;Beleza;23134;Marketplace
26/12/2024 09:53;Produtos Eletrônicos;18453;Loja Virtual
06/12/2024 10:35;Calçados;26532;Marketplace
22/12/2024 15:08;Roupas;11281;Marketplace
03/12/2024 14:38;Casa & Cozinha;19398;Loja Virtual
27/12/2024 23:09;Roupas;20295;Loja Virtual
19/12/2024 17:11;Esportes;47143;Atacado
04/12/2024 00:06;Acessórios;50;Atacado
03/12/2024 09:02;Beleza;7547;Marketplace
24/12/2024 16:35;Beleza;50;Atacado
08/12/2024 14:23;Calçados;31892;Atacado
25/12/2024 07:42;Roupas;14182;Marketplace
21/12/2024 19:02;Beleza;19089;Atacado
30/12/2024 23:15;Acessórios;4346;Atacado
01/12/2024 23:29;Acessórios;23376;Loja Virtual
09/12/2024 12:23;Casa & Cozinha;50;Marketplace
31/12/2024 18:50;Roupas;48077;Loja Virtual
29/12/2024 17:38;Produtos Eletrônicos;22405;Marketplace
09/12/2024 21:09;Calçados;26386;Loja Virtual
16/12/2024 03:18;Produtos Eletrônicos;17056;Marketplace
21/12/2024 12:48;Esportes;24925;Loja Virtual
04/12/2024 14:46;Calçados;11364;Loja Virtual
26/12/2024 12:40;Acessórios;50;Atacado
