Data,Categoria,Receita,Canal de Venda
01/03/2024  02:14:43,Serviços,1983.12,Site MG
04/03/2024  00:40:38,Vendas Presencial,2796.19,Marketplace A
04/03/2024  14:44:19,Assinaturas,2642.92,Marketplace B
06/03/2024  18:27:40,Assinaturas,1899.82,Site MG
14/03/2024  01:12:33,Marketplace,2120.18,Loja Física MG
14/03/2024  03:34:14,Vendas Presencial,3267.52,Marketplace B
15/03/2024  02:20:16,Marketplace,2381.65,Site MG
15/03/2024  02:43:14,Marketplace,3054.29,Marketplace A
16/03/2024  11:26:21,Marketplace,1927.34,Site MG
17/03/2024  17:31:28,Vendas Online,2857.13,Site MG
18/03/2024  04:59:18,Assinaturas,2802.73,Loja Física MG
20/03/2024  23:52:36,Marketplace,2661.64,Loja Física MG
21/03/2024  14:48:03,Vendas Presencial,2022.02,Marketplace B
22/03/2024  12:52:48,Serviços,1646.34,Site MG
25/03/2024  05:30:33,Assinaturas,2726.33,Marketplace B
25/03/2024  12:55:32,Vendas Online,2616.95,Loja Física MG
25/03/2024  21:52:17,Serviços,1988.44,Site MG
27/03/2024  04:04:03,Vendas Presencial,2143.36,Marketplace B
28/03/2024  05:21:26,Assinaturas,1765.2,Marketplace B
29/03/2024  13:47:20,Serviços,3197.83,Marketplace B
