Data,Categoria,Receita,Canal de Venda
01/10/2024  00:44:21,Vendas Online,2034.35,Loja Física MG
03/10/2024  11:42:57,Vendas Presencial,3497.62,Site MG
06/10/2024  08:05:41,Marketplace,2817.47,Marketplace B
08/10/2024  04:45:20,Vendas Presencial,2884.7,Loja Física MG
13/10/2024  14:04:40,Vendas Online,2895.25,Loja Física MG
13/10/2024  20:19:46,Vendas Presencial,2713.0,Loja Física MG
14/10/2024  01:17:55,Vendas Presencial,3333.97,Marketplace A
15/10/2024  00:27:12,Vendas Presencial,2315.69,Marketplace B
16/10/2024  02:08:37,Vendas Presencial,3251.8,Loja Física MG
16/10/2024  04:36:40,Marketplace,2558.49,Loja Física MG
16/10/2024  08:20:53,Marketplace,2745.0,Marketplace B
17/10/2024  23:17:44,Marketplace,3197.47,Loja Física MG
18/10/2024  18:08:36,Assinaturas,2860.69,Marketplace B
21/10/2024  02:45:06,Vendas Online,3404.03,Marketplace A
21/10/2024  14:01:07,Vendas Presencial,3545.28,Loja Física MG
23/10/2024  04:30:04,Vendas Presencial,3135.19,Loja Física MG
24/10/2024  14:40:42,Marketplace,3234.35,Site MG
26/10/2024  17:25:13,Assinaturas,2812.71,Marketplace A
29/10/2024  21:48:03,Vendas Online,2093.09,Site MG
31/10/2024  15:20:37,Vendas Online,3248.85,Site MG
