Data,Categoria,Receita,Canal de Venda
02/07/2024  09:45:05,Marketplace,3398.2,Loja Física MG
04/07/2024  18:43:34,Assinaturas,3438.04,Loja Física MG
05/07/2024  03:39:47,Serviços,2318.84,Marketplace A
05/07/2024  21:15:02,Serviços,3465.46,Site MG
07/07/2024  00:28:20,Assinaturas,2620.63,Marketplace A
07/07/2024  07:17:35,Marketplace,3687.09,Marketplace A
09/07/2024  20:50:49,Serviços,3908.54,Marketplace A
11/07/2024  05:29:58,Serviços,3007.44,Marketplace B
11/07/2024  15:22:35,Marketplace,3635.14,Marketplace B
11/07/2024  21:07:26,Serviços,2372.72,Marketplace B
14/07/2024  22:13:26,Serviços,4318.06,Loja Física MG
18/07/2024  10:42:30,Serviços,4405.27,Loja Física MG
18/07/2024  11:43:49,Marketplace,3177.2,Loja Física MG
21/07/2024  08:47:30,Vendas Presencial,3564.88,Marketplace A
24/07/2024  01:37:30,Vendas Presencial,4114.68,Loja Física MG
26/07/2024  23:55:44,Vendas Online,2369.67,Loja Física MG
27/07/2024  11:49:51,Vendas Presencial,3443.52,Marketplace B
27/07/2024  17:17:59,Serviços,3364.09,Marketplace B
28/07/2024  23:46:03,Vendas Presencial,2599.73,Marketplace A
31/07/2024  09:49:18,Vendas Presencial,4202.8,Loja Física MG
