Data;Categoria;Receita;Canal de Venda
19/06/2024 17:35;Beleza;26607;Marketplace
03/06/2024 01:09;Esportes;17441;Atacado
28/06/2024 17:23;Esportes;11889;Loja Virtual
13/06/2024 13:29;Acessórios;43606;Loja Virtual
05/06/2024 21:59;Produtos Eletrônicos;17647;Marketplace
01/06/2024 19:59;Esportes;50;Atacado
09/06/2024 00:11;Beleza;50;Loja Virtual
07/06/2024 16:07;Calçados;19704;Marketplace
10/06/2024 23:20;Casa & Cozinha;33723;Atacado
14/06/2024 15:38;Calçados;396;Loja Virtual
22/06/2024 15:14;Produtos Eletrônicos;23919;Loja Virtual
14/06/2024 11:55;Esportes;1098;Loja Virtual
21/06/2024 00:05;Casa & Cozinha;24975;Marketplace
24/06/2024 11:51;Casa & Cozinha;14858;Marketplace
30/06/2024 10:22;Acessórios;8505;Marketplace
19/06/2024 07:51;Esportes;12463;Atacado
25/06/2024 19:39;Beleza;23713;Atacado
12/06/2024 03:36;Acessórios;23899;Marketplace
19/06/2024 21:25;Acessórios;16585;Atacado
11/06/2024 13:20;Roupas;35602;Loja Virtual
10/06/2024 21:43;Calçados;15381;Atacado
28/06/2024 23:03;Casa & Cozinha;6844;Loja Virtual
27/06/2024 02:05;Produtos Eletrônicos;6792;Atacado
11/06/2024 14:25;Beleza;9165;Marketplace
02/06/2024 21:05;Calçados;19696;Atacado
22/06/2024 09:02;Calçados;25163;Atacado
