Data;Categoria;Receita;Canal de Venda
30/01/2024 12:05;Roupas;12585;Atacado
25/01/2024 05:44;Roupas;45267;Loja Virtual
03/01/2024 18:27;Produtos Eletrônicos;30363;Marketplace
09/01/2024 01:46;Casa & Cozinha;28681;Marketplace
04/01/2024 00:47;Acessórios;27947;Marketplace
20/01/2024 11:36;Beleza;12548;Marketplace
15/01/2024 04:16;Acessórios;2108;Atacado
30/01/2024 20:44;Acessórios;5472;Atacado
12/01/2024 06:42;Beleza;11003;Atacado
11/01/2024 01:14;Produtos Eletrônicos;50;Loja Virtual
17/01/2024 15:05;Produtos Eletrônicos;21775;Marketplace
29/01/2024 18:25;Acessórios;1129;Marketplace
24/01/2024 07:10;Calçados;25028;Loja Virtual
18/01/2024 17:16;Casa & Cozinha;50;Loja Virtual
08/01/2024 14:37;Esportes;16254;Marketplace
21/01/2024 02:38;Acessórios;3795;Atacado
07/01/2024 07:32;Produtos Eletrônicos;44368;Atacado
24/01/2024 03:43;Casa & Cozinha;15333;Loja Virtual
05/01/2024 20:10;Beleza;1584;Loja Virtual
05/01/2024 06:48;Produtos Eletrônicos;32279;Marketplace
02/01/2024 21:14;Roupas;23871;Marketplace
17/01/2024 08:35;Produtos Eletrônicos;1039;Atacado
07/01/2024 22:41;Casa & Cozinha;16254;Loja Virtual
20/01/2024 02:24;Casa & Cozinha;26011;Loja Virtual
13/01/2024 03:22;Roupas;12488;Atacado
15/01/2024 20:53;Acessórios;50;Loja Virtual
05/01/2024 23:06;Beleza;17788;Atacado
28/01/2024 07:55;Calçados;50;Loja Virtual
11/01/2024 06:41;Calçados;16388;Atacado
13/01/2024 08:04;Casa & Cozinha;4345;Atacado
