Data,Categoria,Receita,Canal de Venda
01/11/2024  01:53:49,Vendas Presencial,3842.97,Marketplace A
01/11/2024  21:24:54,Marketplace,2105.7,Site MG
04/11/2024  14:06:51,Vendas Presencial,2812.75,Site MG
05/11/2024  18:06:09,Vendas Online,2497.3,Marketplace A
05/11/2024  22:17:05,Vendas Online,3266.88,Marketplace A
07/11/2024  10:09:05,Vendas Presencial,2102.38,Marketplace B
07/11/2024  12:23:43,Vendas Online,3921.57,Marketplace B
07/11/2024  16:15:26,Assinaturas,2508.27,Site MG
11/11/2024  14:17:14,Vendas Online,3703.08,Marketplace A
13/11/2024  16:03:43,Marketplace,2945.64,Marketplace B
14/11/2024  21:08:15,Marketplace,3325.13,Marketplace B
15/11/2024  14:20:26,Vendas Online,3970.13,Marketplace B
21/11/2024  12:04:37,Serviços,3058.22,Site MG
24/11/2024  02:37:06,Serviços,3389.94,Marketplace A
25/11/2024  06:28:19,Assinaturas,3677.74,Marketplace B
27/11/2024  05:01:25,Assinaturas,2575.8,Marketplace A
28/11/2024  03:05:10,Marketplace,2601.14,Site MG
28/11/2024  10:59:51,Assinaturas,3119.71,Marketplace B
29/11/2024  16:26:44,Marketplace,2723.94,Loja Física MG
30/11/2024  02:01:04,Vendas Presencial,4075.71,Loja Física MG
