Data;Categoria;Receita;Canal de Venda
13/05/2025 13:02;Casa & Cozinha;26111;Marketplace
29/05/2025 19:03;Beleza;1315;Marketplace
31/05/2025 21:55;Casa & Cozinha;50;Atacado
10/05/2025 16:35;Beleza;36485;Atacado
22/05/2025 14:11;Calçados;38573;Loja Virtual
20/05/2025 00:55;Esportes;12517;Atacado
13/05/2025 07:05;Calçados;14412;Atacado
03/05/2025 15:20;Roupas;33604;Loja Virtual
21/05/2025 10:00;Esportes;27633;Atacado
29/05/2025 04:30;Calçados;25544;Marketplace
04/05/2025 13:58;Calçados;50;Atacado
17/05/2025 15:54;Esportes;44012;Marketplace
04/05/2025 15:47;Produtos Eletrônicos;53228;Marketplace
29/05/2025 13:28;Produtos Eletrônicos;19249;Loja Virtual
15/05/2025 02:54;Calçados;14854;Loja Virtual
23/05/2025 22:39;Calçados;3594;Atacado
04/05/2025 04:44;Produtos Eletrônicos;2085;Marketplace
21/05/2025 12:09;Esportes;50;Atacado
27/05/2025 02:50;Casa & Cozinha;26881;Atacado
24/05/2025 07:30;Beleza;1210;Atacado
17/05/2025 23:36;Casa & Cozinha;21229;Marketplace
02/05/2025 16:14;Beleza;14422;Loja Virtual
