Data,Categoria,Receita,Canal de Venda
02/08/2025  04:01:30,Vendas Online,4448.74,Site MG
04/08/2025  14:19:43,Assinaturas,3933.75,Loja Física MG
05/08/2025  22:51:18,Serviços,4296.72,Marketplace A
06/08/2025  02:19:39,Marketplace,4182.73,Loja Física MG
06/08/2025  08:07:00,Serviços,4075.74,Site MG
07/08/2025  06:18:17,Serviços,3976.83,Marketplace B
07/08/2025  17:22:35,Marketplace,2624.44,Marketplace B
08/08/2025  07:09:55,Serviços,3494.55,Marketplace B
10/08/2025  10:52:12,Serviços,3958.76,Site MG
12/08/2025  15:29:54,Vendas Presencial,3872.64,Marketplace B
13/08/2025  01:05:27,Assinaturas,3848.91,Marketplace A
13/08/2025  22:50:06,Marketplace,2495.37,Site MG
15/08/2025  01:06:33,Marketplace,2732.14,Site MG
15/08/2025  15:01:04,Assinaturas,4435.69,Site MG
19/08/2025  09:40:57,Vendas Presencial,4415.72,Marketplace B
23/08/2025  19:57:37,Assinaturas,2600.16,Marketplace B
25/08/2025  11:38:36,Vendas Presencial,3659.69,Site MG
25/08/2025  14:42:07,Marketplace,3497.49,Marketplace A
30/08/2025  11:25:11,Marketplace,2304.94,Marketplace B
30/08/2025  14:36:08,Vendas Online,3349.99,Loja Física MG
