Data,Categoria,Receita,Canal de Venda
02/12/2024  03:21:13,Vendas Presencial,3906.88,Loja Física MG
02/12/2024  11:00:27,Vendas Online,4172.08,Marketplace B
03/12/2024  10:38:39,Assinaturas,3773.09,Site MG
03/12/2024  21:22:51,Serviços,2714.56,Loja Física MG
04/12/2024  00:13:10,Marketplace,2938.09,Site MG
04/12/2024  14:11:10,Vendas Presencial,3909.46,Marketplace A
05/12/2024  01:27:05,Assinaturas,4796.65,Marketplace A
06/12/2024  11:56:24,Marketplace,3272.3,Marketplace A
08/12/2024  08:36:03,Vendas Presencial,4931.95,Site MG
13/12/2024  18:35:53,Assinaturas,4710.55,Marketplace A
14/12/2024  20:10:38,Assinaturas,3484.07,Marketplace A
15/12/2024  01:16:28,Assinaturas,3332.46,Marketplace B
16/12/2024  03:19:50,Assinaturas,2713.32,Loja Física MG
16/12/2024  09:05:25,Vendas Online,4376.81,Marketplace A
16/12/2024  21:16:05,Serviços,4664.33,Loja Física MG
22/12/2024  09:19:15,Vendas Online,3738.74,Site MG
23/12/2024  17:46:59,Serviços,2783.36,Marketplace B
25/12/2024  18:14:35,Vendas Online,2956.91,Loja Física MG
27/12/2024  16:26:34,Assinaturas,3475.85,Marketplace A
27/12/2024  21:40:38,Assinaturas,4263.54,Marketplace A
