Data;Categoria;Receita;Canal de Venda
03/01/2025 11:42;Beleza;23323;Marketplace
25/01/2025 07:27;Produtos Eletrônicos;50;Atacado
26/01/2025 02:25;Beleza;29931;Loja Virtual
30/01/2025 04:56;Roupas;50;Marketplace
24/01/2025 06:40;Acessórios;21538;Loja Virtual
29/01/2025 03:08;Produtos Eletrônicos;13048;Atacado
21/01/2025 14:01;Esportes;27347;Marketplace
21/01/2025 21:09;Casa & Cozinha;35013;Atacado
21/01/2025 13:24;Produtos Eletrônicos;18809;Atacado
23/01/2025 11:29;Roupas;22843;Atacado
15/01/2025 14:00;Acessórios;18877;Atacado
20/01/2025 21:28;Acessórios;12604;Marketplace
29/01/2025 21:48;Produtos Eletrônicos;33343;Marketplace
28/01/2025 08:05;Roupas;26874;Loja Virtual
01/01/2025 22:21;Produtos Eletrônicos;19367;Loja Virtual
02/01/2025 12:40;Beleza;24345;Atacado
09/01/2025 10:53;Roupas;28957;Atacado
23/01/2025 04:30;Acessórios;30904;Loja Virtual
12/01/2025 09:08;Esportes;20476;Marketplace
01/01/2025 19:41;Calçados;11743;Loja Virtual
08/01/2025 08:41;Acessórios;23554;Atacado
22/01/2025 22:22;Produtos Eletrônicos;26083;Atacado
19/01/2025 04:36;Calçados;37292;Loja Virtual
19/01/2025 07:33;Calçados;3685;Marketplace
04/01/2025 00:13;Produtos Eletrônicos;2703;Marketplace
24/01/2025 12:22;Roupas;15053;Marketplace
13/01/2025 15:09;Beleza;1604;Loja Virtual
13/01/2025 06:27;Acessórios;29769;Loja Virtual
01/01/2025 23:05;Calçados;50;Atacado
03/01/2025 23:51;Produtos Eletrônicos;20453;Loja Virtual
