Data,Categoria,Receita,Canal de Venda
02/05/2024  01:23:53,Marketplace,3644.18,Site MG
03/05/2024  10:06:35,Assinaturas,2664.5,Marketplace B
04/05/2024  04:16:12,Vendas Presencial,2820.01,Marketplace A
08/05/2024  22:28:28,Serviços,3031.4,Marketplace A
09/05/2024  23:54:42,Serviços,2651.68,Marketplace A
11/05/2024  02:37:42,Vendas Presencial,2323.61,Marketplace B
12/05/2024  11:58:18,Assinaturas,2776.4,Loja Física MG
12/05/2024  16:04:19,Assinaturas,3218.7,Loja Física MG
15/05/2024  18:35:50,Vendas Online,2164.46,Loja Física MG
16/05/2024  14:40:19,Marketplace,3583.11,Site MG
17/05/2024  04:03:28,Vendas Online,2473.15,Marketplace B
17/05/2024  20:07:33,Serviços,3129.74,Marketplace A
21/05/2024  02:39:38,Serviços,3818.72,Loja Física MG
23/05/2024  02:32:41,Vendas Presencial,3160.51,Site MG
25/05/2024  10:43:38,Vendas Online,2606.34,Marketplace B
25/05/2024  18:48:37,Assinaturas,2030.64,Marketplace B
25/05/2024  20:04:11,Assinaturas,2218.25,Loja Física MG
28/05/2024  20:20:09,Assinaturas,2635.17,Site MG
29/05/2024  11:22:46,Vendas Presencial,3400.46,Marketplace A
30/05/2024  18:41:12,Marketplace,3668.97,Loja Física MG
