Data;Categoria;Receita;Canal de Venda
18/02/2024 06:32;Acessórios;16485;Loja Virtual
20/02/2024 20:33;Beleza;11708;Atacado
02/02/2024 00:21;Acessórios;28212;Atacado
04/02/2024 11:49;Esportes;24738;Loja Virtual
29/02/2024 04:34;Esportes;8767;Loja Virtual
29/02/2024 02:56;Roupas;25714;Loja Virtual
29/02/2024 11:13;Acessórios;50;Atacado
26/02/2024 05:56;Produtos Eletrônicos;20082;Marketplace
28/02/2024 23:51;Roupas;50;Marketplace
22/02/2024 20:54;Casa & Cozinha;2526;Loja Virtual
10/02/2024 19:13;Roupas;34646;Marketplace
09/02/2024 01:05;Calçados;11524;Loja Virtual
10/02/2024 11:57;Esportes;13726;Marketplace
04/02/2024 03:47;Acessórios;11972;Loja Virtual
14/02/2024 17:00;Produtos Eletrônicos;35498;Atacado
20/02/2024 23:09;Acessórios;24177;Marketplace
06/02/2024 14:53;Beleza;43646;Loja Virtual
09/02/2024 05:47;Casa & Cozinha;21553;Atacado
19/02/2024 17:09;Acessórios;14757;Marketplace
24/02/2024 10:50;Calçados;16247;Atacado
10/02/2024 21:06;Acessórios;7064;Loja Virtual
