Data;Categoria;Receita;Canal de Venda
10/09/2025 10:10;Beleza;36638;Marketplace
08/09/2025 05:45;Beleza;50;Loja Virtual
24/09/2025 17:33;Roupas;1031;Loja Virtual
11/09/2025 13:19;Esportes;5843;Loja Virtual
12/09/2025 14:44;Produtos Eletrônicos;17233;Loja Virtual
02/09/2025 06:29;Esportes;16651;Marketplace
08/09/2025 02:09;Calçados;12907;Marketplace
21/09/2025 07:33;Esportes;19755;Atacado
21/09/2025 14:39;Roupas;39145;Atacado
01/09/2025 05:50;Casa & Cozinha;12193;Marketplace
07/09/2025 03:15;Calçados;30847;Loja Virtual
10/09/2025 00:49;Esportes;50;Loja Virtual
07/09/2025 13:56;Calçados;26269;Loja Virtual
02/09/2025 17:01;Produtos Eletrônicos;19563;Loja Virtual
28/09/2025 02:11;Roupas;4431;Marketplace
26/09/2025 22:43;Roupas;29269;Atacado
20/09/2025 07:50;Casa & Cozinha;1126;Loja Virtual
27/09/2025 12:14;Produtos Eletrônicos;22934;Loja Virtual
03/09/2025 04:03;Esportes;47387;Loja Virtual
03/09/2025 17:30;Acessórios;50;Loja Virtual
01/09/2025 22:59;Esportes;10776;Loja Virtual
20/09/2025 15:12;Produtos Eletrônicos;17464;Marketplace
08/09/2025 12:49;Acessórios;43539;Atacado
27/09/2025 12:53;Produtos Eletrônicos;50;Atacado
21/09/2025 09:12;Produtos Eletrônicos;49216;Atacado
24/09/2025 17:51;Calçados;21913;Marketplace
17/09/2025 21:13;Calçados;9295;Atacado
09/09/2025 04:45;Beleza;5068;Marketplace
