Data;Categoria;Receita;Canal de Venda
18/10/2024 04:10;Esportes;33285;Atacado
09/10/2024 12:15;Esportes;50;Loja Virtual
28/10/2024 16:29;Acessórios;50;Marketplace
11/10/2024 05:46;Beleza;14376;Loja Virtual
23/10/2024 03:40;Roupas;25416;Loja Virtual
12/10/2024 02:58;Produtos Eletrônicos;1265;Marketplace
02/10/2024 21:07;Roupas;50;Marketplace
13/10/2024 21:32;Beleza;3830;Loja Virtual
20/10/2024 07:14;Calçados;13355;Marketplace
31/10/2024 10:19;Beleza;2377;Atacado
27/10/2024 06:48;Beleza;2291;Atacado
23/10/2024 05:00;Roupas;20295;Loja Virtual
01/10/2024 08:41;Beleza;32334;Marketplace
15/10/2024 03:43;Beleza;6303;Atacado
17/10/2024 10:05;Beleza;16494;Marketplace
19/10/2024 21:48;Acessórios;46823;Atacado
28/10/2024 02:33;Casa & Cozinha;23972;Atacado
27/10/2024 17:57;Acessórios;6402;Atacado
15/10/2024 23:38;Calçados;30125;Atacado
28/10/2024 20:57;Esportes;25231;Loja Virtual
06/10/2024 04:30;Acessórios;3327;Marketplace
18/10/2024 15:48;Esportes;56331;Atacado
