Data;Categoria;Receita;Canal de Venda
31/07/2024 15:57;Acessórios;25317;Loja Virtual
20/07/2024 22:05;Casa & Cozinha;1041;Loja Virtual
11/07/2024 02:21;Casa & Cozinha;50;Atacado
30/07/2024 09:24;Esportes;38871;Loja Virtual
24/07/2024 14:02;Roupas;2006;Atacado
12/07/2024 09:11;Roupas;29966;Loja Virtual
06/07/2024 01:15;Calçados;50;Loja Virtual
26/07/2024 14:14;Acessórios;40443;Loja Virtual
07/07/2024 07:08;Produtos Eletrônicos;2918;Loja Virtual
27/07/2024 23:43;Casa & Cozinha;20752;Marketplace
21/07/2024 10:52;Beleza;20084;Atacado
05/07/2024 19:24;Acessórios;28231;Marketplace
27/07/2024 22:49;Esportes;31386;Marketplace
21/07/2024 21:27;Roupas;12799;Marketplace
13/07/2024 09:16;Esportes;41662;Atacado
27/07/2024 06:51;Acessórios;21851;Loja Virtual
24/07/2024 07:28;Roupas;50;Atacado
29/07/2024 16:02;Roupas;21925;Atacado
17/07/2024 16:39;Roupas;49303;Loja Virtual
31/07/2024 19:55;Roupas;18167;Marketplace
22/07/2024 18:28;Esportes;8024;Loja Virtual
19/07/2024 21:09;Roupas;39805;Loja Virtual
28/07/2024 03:32;Casa & Cozinha;17722;Atacado
31/07/2024 20:44;Calçados;50;Marketplace
26/07/2024 10:45;Casa & Cozinha;27871;Atacado
25/07/2024 12:32;Calçados;44818;Marketplace
16/07/2024 16:09;Calçados;5625;Marketplace
22/07/2024 19:03;Beleza;12493;Atacado
02/07/2024 20:30;Roupas;38869;Atacado
