Data;Categoria;Receita;Canal de Venda
04/02/2025 15:47;Roupas;30173;Parcerias
14/02/2025 08:14;Acessórios;34156;Loja Virtual
12/02/2025 22:55;Acessórios;33431;Marketplace
15/02/2025 12:12;Esportes;2430;Loja Virtual
01/02/2025 04:56;Calçados;15061;Marketplace
09/02/2025 07:37;Esportes;20281;Loja Virtual
11/02/2025 13:12;Produtos Eletrônicos;29255;Parcerias
27/02/2025 12:01;Esportes;21349;Parcerias
28/02/2025 23:13;Produtos Eletrônicos;5201;Loja Virtual
25/02/2025 04:13;Acessórios;30336;Marketplace
08/02/2025 21:13;Roupas;22525;Marketplace
18/02/2025 14:41;Acessórios;39884;Parcerias
12/02/2025 15:16;Produtos Eletrônicos;40657;Loja Virtual
18/02/2025 11:04;Esportes;32401;Loja Virtual
19/02/2025 03:05;Casa & Cozinha;878;Parcerias
13/02/2025 18:18;Casa & Cozinha;36929;Loja Virtual
01/02/2025 17:38;Produtos Eletrônicos;18218;Marketplace
24/02/2025 16:07;Esportes;2719;Marketplace
01/02/2025 00:14;Calçados;12314;Marketplace
01/02/2025 00:24;Calçados;16377;Loja Virtual
