Data;Categoria;Receita;Canal de Venda
13/05/2024 01:59;Roupas;13889;Loja Virtual
12/05/2024 16:54;Casa & Cozinha;50;Marketplace
12/05/2024 22:33;Casa & Cozinha;5905;Marketplace
31/05/2024 18:31;Beleza;14413;Loja Virtual
14/05/2024 13:09;Roupas;31432;Loja Virtual
30/05/2024 00:51;Casa & Cozinha;19229;Parcerias
04/05/2024 15:01;Casa & Cozinha;7865;Loja Virtual
23/05/2024 01:44;Casa & Cozinha;48945;Marketplace
19/05/2024 15:44;Esportes;18275;Marketplace
16/05/2024 05:52;Esportes;29088;Parcerias
07/05/2024 03:04;Acessórios;9325;Parcerias
04/05/2024 23:37;Casa & Cozinha;3351;Parcerias
09/05/2024 19:43;Esportes;957;Parcerias
18/05/2024 23:31;Acessórios;50;Parcerias
16/05/2024 15:18;Beleza;23132;Marketplace
06/05/2024 16:47;Casa & Cozinha;18343;Marketplace
13/05/2024 12:44;Produtos Eletrônicos;50;Loja Virtual
15/05/2024 01:58;Roupas;29505;Marketplace
21/05/2024 04:19;Roupas;10811;Parcerias
30/05/2024 20:30;Calçados;61361;Parcerias
29/05/2024 03:33;Acessórios;59699;Marketplace
20/05/2024 03:27;Beleza;17086;Marketplace
04/05/2024 18:24;Casa & Cozinha;60099;Loja Virtual
04/05/2024 10:38;Esportes;48181;Loja Virtual
06/05/2024 20:09;Beleza;29047;Parcerias
09/05/2024 21:19;Calçados;10339;Marketplace
02/05/2024 20:41;Beleza;25368;Parcerias
19/05/2024 10:29;Esportes;57637;Marketplace
15/05/2024 23:29;Produtos Eletrônicos;38854;Marketplace
06/05/2024 04:52;Beleza;31349;Marketplace
